# metr_deep MDP table provenance.csv; scaffolded by scripts/build_tables.py 2026-09-16T04:35:09Z; ids MDPNNN; rows enter only through `python3 -m casework promote` from a reviewed lane, or from a reviewed seed import named in note; rows are never deleted, corrections append an audit note
row_id,subject,from_entity,intermediary,to_entity,edge_type,documented_transaction,task,target_prefix,element_ids,entity_type,aliases,identifier,relationship_type,start_date,end_date,ledger,money_type,amount_usd,currency,date,date_precision,period,payment_status,purpose_restriction,project,provider,in_kind_type,quantity_or_value,terms,policy_version,disclosure_recusal,provider_authority,personnel_conflicts,source_class,query_or_endpoint,url,quote_300,checked_utc,result,result_count,next_document,limitation,review_verdict,lane,note
MDP0394,Vanguard Charitable Endowment Program FY2023 (2022-07-01 to 2023-06-30) Schedule M Securities—Closely held stock,,,Vanguard Charitable Endowment Program,,yes,A,MDP,C07.E2;C07.E3;C02.E3,DAF sponsor,Vanguard Charitable,202441359349309439,,2022-07-01,2023-06-30,,equity_value,49533588,USD,2023-06-30,interval,FY2023 (2022-07-01 to 2023-06-30),,,,,Securities—Closely held stock,15,,,,,,DAF sponsor filings,"GET https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202441359349309439_public.xml; IRS990ScheduleM/SecuritiesCloselyHeldStockGrp; fields ContributionCnt, NoncashContributionsRptF990Amt, MethodOfDeterminingRevenuesTxt",https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202441359349309439_public.xml,<SecuritiesCloselyHeldStockGrp><NonCashCheckboxInd>X</NonCashCheckboxInd><ContributionCnt>15</ContributionCnt><NoncashContributionsRptF990Amt>49533588</NoncashContributionsRptF990Amt><MethodOfDeterminingRevenuesTxt>INDEPENDENT ASSESS.</MethodOfDeterminingRevenuesTxt></SecuritiesCloselyHeldStockGrp>,2026-09-16T10:21:56Z,SecuritiesCloselyHeldStockGrp ContributionCnt=15 NoncashContributionsRptF990Amt=49533588 method=INDEPENDENT ASSESS.,1,FY2026 Form 990 original due 2026-11-16,"Schedule M reports count and FMV by asset type for contributions TO the sponsor; it does not name the donor, DAF account, or issuer of closely held stock. Amounts are not summed across lines, years, or money_types.",DIFFERS,,"read-first research/STATE.md; MD11 METR/ARC Schedule I lines locators only. Primary research/primary/MD38-daf-sponsor-schedules/xml-vanguard-202306-202441359349309439-excerpt.xml-20260916T094302Z. Filer EIN 23-2888152. Exact filed field names: Schedule M Part I line 10 SecuritiesCloselyHeldStockGrp. Publicly traded, closely held stock, and partnership/LLC interests kept on separate rows. MethodOfDeterminingRevenuesTxt=INDEPENDENT ASSESS.. CloselyHeldEquityInterestsGrp year-end book value is Schedule D, not this contribution line.; audit-1 2026-09-16: lane said ledger=; audit-2 2026-09-16: lane said target_prefix=MDI; lane=research/grok-out/MD38-daf-sponsor-schedules.csv#20; review=research/agents-2026-09-16/MDREVIEW-MD38.md"
MDP0395,"Vanguard Charitable Endowment Program FY2023 (2022-07-01 to 2023-06-30) Schedule M Securities—Partnership, LLC, or trust interests",,,Vanguard Charitable Endowment Program,,yes,A,MDP,C07.E2;C07.E3;C02.E3,DAF sponsor,Vanguard Charitable,202441359349309439,,2022-07-01,2023-06-30,,equity_value,413612000,USD,2023-06-30,interval,FY2023 (2022-07-01 to 2023-06-30),,,,,"Securities—Partnership, LLC, or trust interests",24,,,,,,DAF sponsor filings,"GET https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202441359349309439_public.xml; IRS990ScheduleM/SecurPrtnrshpTrustIntrstsGrp; fields ContributionCnt, NoncashContributionsRptF990Amt, MethodOfDeterminingRevenuesTxt",https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202441359349309439_public.xml,<SecurPrtnrshpTrustIntrstsGrp><NonCashCheckboxInd>X</NonCashCheckboxInd><ContributionCnt>24</ContributionCnt><NoncashContributionsRptF990Amt>413612000</NoncashContributionsRptF990Amt><MethodOfDeterminingRevenuesTxt>INDEPENDENT ASSESS.</MethodOfDeterminingRevenuesTxt></SecurPrtnrshpTrustIntrstsGrp>,2026-09-16T10:21:56Z,SecurPrtnrshpTrustIntrstsGrp ContributionCnt=24 NoncashContributionsRptF990Amt=413612000 method=INDEPENDENT ASSESS.,1,FY2026 Form 990 original due 2026-11-16,"Schedule M reports count and FMV by asset type for contributions TO the sponsor; it does not name the donor, DAF account, or issuer of closely held stock. Amounts are not summed across lines, years, or money_types.",DIFFERS,,"read-first research/STATE.md; MD11 METR/ARC Schedule I lines locators only. Primary research/primary/MD38-daf-sponsor-schedules/xml-vanguard-202306-202441359349309439-excerpt.xml-20260916T094302Z. Filer EIN 23-2888152. Exact filed field names: Schedule M Part I line 11 SecurPrtnrshpTrustIntrstsGrp. Publicly traded, closely held stock, and partnership/LLC interests kept on separate rows. MethodOfDeterminingRevenuesTxt=INDEPENDENT ASSESS.. CloselyHeldEquityInterestsGrp year-end book value is Schedule D, not this contribution line.; audit-1 2026-09-16: lane said ledger=; audit-2 2026-09-16: lane said target_prefix=MDI; lane=research/grok-out/MD38-daf-sponsor-schedules.csv#21; review=research/agents-2026-09-16/MDREVIEW-MD38.md"
MDP0396,Vanguard Charitable Endowment Program FY2024 (2023-07-01 to 2024-06-30) Schedule M Securities—Publicly traded,,,Vanguard Charitable Endowment Program,,yes,A,MDP,C07.E2;C07.E3;C02.E3,DAF sponsor,Vanguard Charitable,202511349349313096,,2023-07-01,2024-06-30,,equity_value,3076297355,USD,2024-06-30,interval,FY2024 (2023-07-01 to 2024-06-30),,,,,Securities—Publicly traded,23152,,,,,,DAF sponsor filings,"GET https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202511349349313096_public.xml; IRS990ScheduleM/SecuritiesPubliclyTradedGrp; fields ContributionCnt, NoncashContributionsRptF990Amt, MethodOfDeterminingRevenuesTxt",https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202511349349313096_public.xml,<SecuritiesPubliclyTradedGrp><NonCashCheckboxInd>X</NonCashCheckboxInd><ContributionCnt>23152</ContributionCnt><NoncashContributionsRptF990Amt>3076297355</NoncashContributionsRptF990Amt><MethodOfDeterminingRevenuesTxt>PUBLIC MARKET VALUE</MethodOfDeterminingRevenuesTxt></SecuritiesPubliclyTradedGrp>,2026-09-16T10:21:56Z,SecuritiesPubliclyTradedGrp ContributionCnt=23152 NoncashContributionsRptF990Amt=3076297355 method=PUBLIC MARKET VALUE,1,FY2026 Form 990 original due 2026-11-16,"Schedule M reports count and FMV by asset type for contributions TO the sponsor; it does not name the donor, DAF account, or issuer of closely held stock. Amounts are not summed across lines, years, or money_types.",DIFFERS,,"read-first research/STATE.md; MD11 METR/ARC Schedule I lines locators only. Primary research/primary/MD38-daf-sponsor-schedules/xml-vanguard-202406-202511349349313096-excerpt.xml-20260916T094302Z. Filer EIN 23-2888152. Exact filed field names: Schedule M Part I line 9 SecuritiesPubliclyTradedGrp. Publicly traded, closely held stock, and partnership/LLC interests kept on separate rows. MethodOfDeterminingRevenuesTxt=PUBLIC MARKET VALUE. CloselyHeldEquityInterestsGrp year-end book value is Schedule D, not this contribution line.; audit-1 2026-09-16: lane said ledger=; audit-2 2026-09-16: lane said target_prefix=MDI; lane=research/grok-out/MD38-daf-sponsor-schedules.csv#22; review=research/agents-2026-09-16/MDREVIEW-MD38.md"
MDP0397,Vanguard Charitable Endowment Program FY2024 (2023-07-01 to 2024-06-30) Schedule M Securities—Closely held stock,,,Vanguard Charitable Endowment Program,,yes,A,MDP,C07.E2;C07.E3;C02.E3,DAF sponsor,Vanguard Charitable,202511349349313096,,2023-07-01,2024-06-30,,equity_value,5152704,USD,2024-06-30,interval,FY2024 (2023-07-01 to 2024-06-30),,,,,Securities—Closely held stock,9,,,,,,DAF sponsor filings,"GET https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202511349349313096_public.xml; IRS990ScheduleM/SecuritiesCloselyHeldStockGrp; fields ContributionCnt, NoncashContributionsRptF990Amt, MethodOfDeterminingRevenuesTxt",https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202511349349313096_public.xml,<SecuritiesCloselyHeldStockGrp><NonCashCheckboxInd>X</NonCashCheckboxInd><ContributionCnt>9</ContributionCnt><NoncashContributionsRptF990Amt>5152704</NoncashContributionsRptF990Amt><MethodOfDeterminingRevenuesTxt>INDEPENDENT ASSESS.</MethodOfDeterminingRevenuesTxt></SecuritiesCloselyHeldStockGrp>,2026-09-16T10:21:56Z,SecuritiesCloselyHeldStockGrp ContributionCnt=9 NoncashContributionsRptF990Amt=5152704 method=INDEPENDENT ASSESS.,1,FY2026 Form 990 original due 2026-11-16,"Schedule M reports count and FMV by asset type for contributions TO the sponsor; it does not name the donor, DAF account, or issuer of closely held stock. Amounts are not summed across lines, years, or money_types.",DIFFERS,,"read-first research/STATE.md; MD11 METR/ARC Schedule I lines locators only. Primary research/primary/MD38-daf-sponsor-schedules/xml-vanguard-202406-202511349349313096-excerpt.xml-20260916T094302Z. Filer EIN 23-2888152. Exact filed field names: Schedule M Part I line 10 SecuritiesCloselyHeldStockGrp. Publicly traded, closely held stock, and partnership/LLC interests kept on separate rows. MethodOfDeterminingRevenuesTxt=INDEPENDENT ASSESS.. CloselyHeldEquityInterestsGrp year-end book value is Schedule D, not this contribution line.; audit-1 2026-09-16: lane said ledger=; audit-2 2026-09-16: lane said target_prefix=MDI; lane=research/grok-out/MD38-daf-sponsor-schedules.csv#23; review=research/agents-2026-09-16/MDREVIEW-MD38.md"
MDP0398,"Vanguard Charitable Endowment Program FY2024 (2023-07-01 to 2024-06-30) Schedule M Securities—Partnership, LLC, or trust interests",,,Vanguard Charitable Endowment Program,,yes,A,MDP,C07.E2;C07.E3;C02.E3,DAF sponsor,Vanguard Charitable,202511349349313096,,2023-07-01,2024-06-30,,equity_value,472875727,USD,2024-06-30,interval,FY2024 (2023-07-01 to 2024-06-30),,,,,"Securities—Partnership, LLC, or trust interests",49,,,,,,DAF sponsor filings,"GET https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202511349349313096_public.xml; IRS990ScheduleM/SecurPrtnrshpTrustIntrstsGrp; fields ContributionCnt, NoncashContributionsRptF990Amt, MethodOfDeterminingRevenuesTxt",https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202511349349313096_public.xml,<SecurPrtnrshpTrustIntrstsGrp><NonCashCheckboxInd>X</NonCashCheckboxInd><ContributionCnt>49</ContributionCnt><NoncashContributionsRptF990Amt>472875727</NoncashContributionsRptF990Amt><MethodOfDeterminingRevenuesTxt>INDEPENDENT ASSESS.</MethodOfDeterminingRevenuesTxt></SecurPrtnrshpTrustIntrstsGrp>,2026-09-16T10:21:56Z,SecurPrtnrshpTrustIntrstsGrp ContributionCnt=49 NoncashContributionsRptF990Amt=472875727 method=INDEPENDENT ASSESS.,1,FY2026 Form 990 original due 2026-11-16,"Schedule M reports count and FMV by asset type for contributions TO the sponsor; it does not name the donor, DAF account, or issuer of closely held stock. Amounts are not summed across lines, years, or money_types.",DIFFERS,,"read-first research/STATE.md; MD11 METR/ARC Schedule I lines locators only. Primary research/primary/MD38-daf-sponsor-schedules/xml-vanguard-202406-202511349349313096-excerpt.xml-20260916T094302Z. Filer EIN 23-2888152. Exact filed field names: Schedule M Part I line 11 SecurPrtnrshpTrustIntrstsGrp. Publicly traded, closely held stock, and partnership/LLC interests kept on separate rows. MethodOfDeterminingRevenuesTxt=INDEPENDENT ASSESS.. CloselyHeldEquityInterestsGrp year-end book value is Schedule D, not this contribution line.; audit-1 2026-09-16: lane said ledger=; audit-2 2026-09-16: lane said target_prefix=MDI; lane=research/grok-out/MD38-daf-sponsor-schedules.csv#24; review=research/agents-2026-09-16/MDREVIEW-MD38.md"
MDP0399,Vanguard Charitable Endowment Program FY2025 (2024-07-01 to 2025-06-30) Schedule M Securities—Publicly traded,,,Vanguard Charitable Endowment Program,,yes,A,MDP,C07.E2;C07.E3;C02.E3,DAF sponsor,Vanguard Charitable,202621329349306657,,2024-07-01,2025-06-30,,equity_value,2634125031,USD,2025-06-30,interval,FY2025 (2024-07-01 to 2025-06-30),,,,,Securities—Publicly traded,25444,,,,,,DAF sponsor filings,GET https://projects.propublica.org/nonprofits/full_text/202621329349306657/IRS990ScheduleM; local names SecuritiesPubliclyTradedGrp/ContributionCnt and NoncashContributionsRptF990Amt (GT and IRS AWS XML 404),https://projects.propublica.org/nonprofits/full_text/202621329349306657/IRS990ScheduleM,"SecuritiesPubliclyTradedGrp ContributionCnt[1]"">25,444 NoncashContributionsRptF990Amt[1]"">2,634,125,031 MethodOfDeterminingRevenuesTxt[1]"">PUBLIC MARKET VALUE",2026-09-16T10:21:56Z,SecuritiesPubliclyTradedGrp ContributionCnt=25444 NoncashContributionsRptF990Amt=2634125031 method=PUBLIC MARKET VALUE,1,FY2026 Form 990 original due 2026-11-16,XML object 202621329349306657 absent from GivingTuesday and IRS AWS; ProPublica Schedule M render is the working primary. Amounts not summed with other money_types or years.,DIFFERS,,"read-first research/STATE.md; MD11 Schedule I METR/ARC grants used as locators only, not recopied. Primary pp-schedM-vanguard-202506-202621329349306657.html-20260916T094302Z. Filer EIN 23-2888152. Filed field names: SecuritiesPubliclyTradedGrp, ContributionCnt, NoncashContributionsRptF990Amt, MethodOfDeterminingRevenuesTxt. Publicly traded / closely held / partnership-LLC kept on separate rows. Unfiled FY2026 is a calendar closer, not searched-and-absent.; audit-1 2026-09-16: lane said ledger=; audit-2 2026-09-16: lane said target_prefix=MDI; lane=research/grok-out/MD38-daf-sponsor-schedules.csv#25; review=research/agents-2026-09-16/MDREVIEW-MD38.md"
MDP0400,Vanguard Charitable Endowment Program FY2025 (2024-07-01 to 2025-06-30) Schedule M Securities—Closely held stock,,,Vanguard Charitable Endowment Program,,yes,A,MDP,C07.E2;C07.E3;C02.E3,DAF sponsor,Vanguard Charitable,202621329349306657,,2024-07-01,2025-06-30,,equity_value,96652480,USD,2025-06-30,interval,FY2025 (2024-07-01 to 2025-06-30),,,,,Securities—Closely held stock,12,,,,,,DAF sponsor filings,GET https://projects.propublica.org/nonprofits/full_text/202621329349306657/IRS990ScheduleM; local names SecuritiesCloselyHeldStockGrp/ContributionCnt and NoncashContributionsRptF990Amt (GT and IRS AWS XML 404),https://projects.propublica.org/nonprofits/full_text/202621329349306657/IRS990ScheduleM,"SecuritiesCloselyHeldStockGrp ContributionCnt[1]"">12 NoncashContributionsRptF990Amt[1]"">96,652,480 MethodOfDeterminingRevenuesTxt[1]"">INDEPENDENT ASSESS.",2026-09-16T10:21:56Z,SecuritiesCloselyHeldStockGrp ContributionCnt=12 NoncashContributionsRptF990Amt=96652480 method=INDEPENDENT ASSESS.,1,FY2026 Form 990 original due 2026-11-16,XML object 202621329349306657 absent from GivingTuesday and IRS AWS; ProPublica Schedule M render is the working primary. Amounts not summed with other money_types or years.,DIFFERS,,"read-first research/STATE.md; MD11 Schedule I METR/ARC grants used as locators only, not recopied. Primary pp-schedM-vanguard-202506-202621329349306657.html-20260916T094302Z. Filer EIN 23-2888152. Filed field names: SecuritiesCloselyHeldStockGrp, ContributionCnt, NoncashContributionsRptF990Amt, MethodOfDeterminingRevenuesTxt. Publicly traded / closely held / partnership-LLC kept on separate rows. Unfiled FY2026 is a calendar closer, not searched-and-absent.; audit-1 2026-09-16: lane said ledger=; audit-2 2026-09-16: lane said target_prefix=MDI; lane=research/grok-out/MD38-daf-sponsor-schedules.csv#26; review=research/agents-2026-09-16/MDREVIEW-MD38.md"
MDP0401,"Vanguard Charitable Endowment Program FY2025 (2024-07-01 to 2025-06-30) Schedule M Securities—Partnership, LLC, or trust interests",,,Vanguard Charitable Endowment Program,,yes,A,MDP,C07.E2;C07.E3;C02.E3,DAF sponsor,Vanguard Charitable,202621329349306657,,2024-07-01,2025-06-30,,equity_value,753760153,USD,2025-06-30,interval,FY2025 (2024-07-01 to 2025-06-30),,,,,"Securities—Partnership, LLC, or trust interests",36,,,,,,DAF sponsor filings,GET https://projects.propublica.org/nonprofits/full_text/202621329349306657/IRS990ScheduleM; local names SecurPrtnrshpTrustIntrstsGrp/ContributionCnt and NoncashContributionsRptF990Amt (GT and IRS AWS XML 404),https://projects.propublica.org/nonprofits/full_text/202621329349306657/IRS990ScheduleM,"SecurPrtnrshpTrustIntrstsGrp ContributionCnt[1]"">36 NoncashContributionsRptF990Amt[1]"">753,760,153 MethodOfDeterminingRevenuesTxt[1]"">INDEPENDENT ASSESS.",2026-09-16T10:21:56Z,SecurPrtnrshpTrustIntrstsGrp ContributionCnt=36 NoncashContributionsRptF990Amt=753760153 method=INDEPENDENT ASSESS.,1,FY2026 Form 990 original due 2026-11-16,XML object 202621329349306657 absent from GivingTuesday and IRS AWS; ProPublica Schedule M render is the working primary. Amounts not summed with other money_types or years.,DIFFERS,,"read-first research/STATE.md; MD11 Schedule I METR/ARC grants used as locators only, not recopied. Primary pp-schedM-vanguard-202506-202621329349306657.html-20260916T094302Z. Filer EIN 23-2888152. Filed field names: SecurPrtnrshpTrustIntrstsGrp, ContributionCnt, NoncashContributionsRptF990Amt, MethodOfDeterminingRevenuesTxt. Publicly traded / closely held / partnership-LLC kept on separate rows. Unfiled FY2026 is a calendar closer, not searched-and-absent.; audit-1 2026-09-16: lane said ledger=; audit-2 2026-09-16: lane said target_prefix=MDI; lane=research/grok-out/MD38-daf-sponsor-schedules.csv#27; review=research/agents-2026-09-16/MDREVIEW-MD38.md"
MDP0402,Fidelity Investments Charitable Gift Fund FY2021 (2020-07-01 to 2021-06-30) Schedule M Securities—Publicly traded,,,Fidelity Investments Charitable Gift Fund,,yes,A,MDP,C07.E2;C07.E3;C02.E3,DAF sponsor,Fidelity Charitable,202221339349302787,,2020-07-01,2021-06-30,,equity_value,8713174951,USD,2021-06-30,interval,FY2021 (2020-07-01 to 2021-06-30),,,,,Securities—Publicly traded,156749,,,,,,DAF sponsor filings,"GET https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202221339349302787_public.xml; IRS990ScheduleM/SecuritiesPubliclyTradedGrp; fields ContributionCnt, NoncashContributionsRptF990Amt, MethodOfDeterminingRevenuesTxt",https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202221339349302787_public.xml,<SecuritiesPubliclyTradedGrp><NonCashCheckboxInd>X</NonCashCheckboxInd><ContributionCnt>156749</ContributionCnt><NoncashContributionsRptF990Amt>8713174951</NoncashContributionsRptF990Amt><MethodOfDeterminingRevenuesTxt>FMV ON DATE OF CONTR</MethodOfDeterminingRevenuesTxt></SecuritiesPubliclyTradedGr,2026-09-16T10:21:56Z,SecuritiesPubliclyTradedGrp ContributionCnt=156749 NoncashContributionsRptF990Amt=8713174951 method=FMV ON DATE OF CONTR,1,FY2026 Form 990 original due 2026-11-16,"Schedule M reports count and FMV by asset type for contributions TO the sponsor; it does not name the donor, DAF account, or issuer of closely held stock. Amounts are not summed across lines, years, or money_types.",DIFFERS,,"read-first research/STATE.md; MD11 METR/ARC Schedule I lines locators only. Primary research/primary/MD38-daf-sponsor-schedules/xml-fidelity-202106-202221339349302787-excerpt.xml-20260916T094302Z. Filer EIN 11-0303001. Exact filed field names: Schedule M Part I line 9 SecuritiesPubliclyTradedGrp. Publicly traded, closely held stock, and partnership/LLC interests kept on separate rows. MethodOfDeterminingRevenuesTxt=FMV ON DATE OF CONTR. CloselyHeldEquityInterestsGrp year-end book value is Schedule D, not this contribution line.; audit-1 2026-09-16: lane said ledger=; audit-2 2026-09-16: lane said target_prefix=MDI; lane=research/grok-out/MD38-daf-sponsor-schedules.csv#28; review=research/agents-2026-09-16/MDREVIEW-MD38.md"
MDP0403,Fidelity Investments Charitable Gift Fund FY2021 (2020-07-01 to 2021-06-30) Schedule M Securities—Closely held stock,,,Fidelity Investments Charitable Gift Fund,,yes,A,MDP,C07.E2;C07.E3;C02.E3,DAF sponsor,Fidelity Charitable,202221339349302787,,2020-07-01,2021-06-30,,equity_value,456031398,USD,2021-06-30,interval,FY2021 (2020-07-01 to 2021-06-30),,,,,Securities—Closely held stock,117,,,,,,DAF sponsor filings,"GET https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202221339349302787_public.xml; IRS990ScheduleM/SecuritiesCloselyHeldStockGrp; fields ContributionCnt, NoncashContributionsRptF990Amt, MethodOfDeterminingRevenuesTxt",https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202221339349302787_public.xml,<SecuritiesCloselyHeldStockGrp><NonCashCheckboxInd>X</NonCashCheckboxInd><ContributionCnt>117</ContributionCnt><NoncashContributionsRptF990Amt>456031398</NoncashContributionsRptF990Amt><MethodOfDeterminingRevenuesTxt>FMV ON DATE OF CONTR</MethodOfDeterminingRevenuesTxt></SecuritiesCloselyHeldStockGr,2026-09-16T10:21:56Z,SecuritiesCloselyHeldStockGrp ContributionCnt=117 NoncashContributionsRptF990Amt=456031398 method=FMV ON DATE OF CONTR,1,FY2026 Form 990 original due 2026-11-16,"Schedule M reports count and FMV by asset type for contributions TO the sponsor; it does not name the donor, DAF account, or issuer of closely held stock. Amounts are not summed across lines, years, or money_types.",DIFFERS,,"read-first research/STATE.md; MD11 METR/ARC Schedule I lines locators only. Primary research/primary/MD38-daf-sponsor-schedules/xml-fidelity-202106-202221339349302787-excerpt.xml-20260916T094302Z. Filer EIN 11-0303001. Exact filed field names: Schedule M Part I line 10 SecuritiesCloselyHeldStockGrp. Publicly traded, closely held stock, and partnership/LLC interests kept on separate rows. MethodOfDeterminingRevenuesTxt=FMV ON DATE OF CONTR. CloselyHeldEquityInterestsGrp year-end book value is Schedule D, not this contribution line.; audit-1 2026-09-16: lane said ledger=; audit-2 2026-09-16: lane said target_prefix=MDI; lane=research/grok-out/MD38-daf-sponsor-schedules.csv#29; review=research/agents-2026-09-16/MDREVIEW-MD38.md"
MDP0404,"Fidelity Investments Charitable Gift Fund FY2021 (2020-07-01 to 2021-06-30) Schedule M Securities—Partnership, LLC, or trust interests",,,Fidelity Investments Charitable Gift Fund,,yes,A,MDP,C07.E2;C07.E3;C02.E3,DAF sponsor,Fidelity Charitable,202221339349302787,,2020-07-01,2021-06-30,,equity_value,728648248,USD,2021-06-30,interval,FY2021 (2020-07-01 to 2021-06-30),,,,,"Securities—Partnership, LLC, or trust interests",166,,,,,,DAF sponsor filings,"GET https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202221339349302787_public.xml; IRS990ScheduleM/SecurPrtnrshpTrustIntrstsGrp; fields ContributionCnt, NoncashContributionsRptF990Amt, MethodOfDeterminingRevenuesTxt",https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202221339349302787_public.xml,<SecurPrtnrshpTrustIntrstsGrp><NonCashCheckboxInd>X</NonCashCheckboxInd><ContributionCnt>166</ContributionCnt><NoncashContributionsRptF990Amt>728648248</NoncashContributionsRptF990Amt><MethodOfDeterminingRevenuesTxt>FMV ON DATE OF CONTR</MethodOfDeterminingRevenuesTxt></SecurPrtnrshpTrustIntrstsGrp>,2026-09-16T10:21:56Z,SecurPrtnrshpTrustIntrstsGrp ContributionCnt=166 NoncashContributionsRptF990Amt=728648248 method=FMV ON DATE OF CONTR,1,FY2026 Form 990 original due 2026-11-16,"Schedule M reports count and FMV by asset type for contributions TO the sponsor; it does not name the donor, DAF account, or issuer of closely held stock. Amounts are not summed across lines, years, or money_types.",DIFFERS,,"read-first research/STATE.md; MD11 METR/ARC Schedule I lines locators only. Primary research/primary/MD38-daf-sponsor-schedules/xml-fidelity-202106-202221339349302787-excerpt.xml-20260916T094302Z. Filer EIN 11-0303001. Exact filed field names: Schedule M Part I line 11 SecurPrtnrshpTrustIntrstsGrp. Publicly traded, closely held stock, and partnership/LLC interests kept on separate rows. MethodOfDeterminingRevenuesTxt=FMV ON DATE OF CONTR. CloselyHeldEquityInterestsGrp year-end book value is Schedule D, not this contribution line.; audit-1 2026-09-16: lane said ledger=; audit-2 2026-09-16: lane said target_prefix=MDI; lane=research/grok-out/MD38-daf-sponsor-schedules.csv#30; review=research/agents-2026-09-16/MDREVIEW-MD38.md"
MDP0405,Fidelity Investments Charitable Gift Fund FY2022 (2021-07-01 to 2022-06-30) Schedule M Securities—Publicly traded,,,Fidelity Investments Charitable Gift Fund,,yes,A,MDP,C07.E2;C07.E3;C02.E3,DAF sponsor,Fidelity Charitable,202321309349304807,,2021-07-01,2022-06-30,,equity_value,9192885465,USD,2022-06-30,interval,FY2022 (2021-07-01 to 2022-06-30),,,,,Securities—Publicly traded,188575,,,,,,DAF sponsor filings,"GET https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202321309349304807_public.xml; IRS990ScheduleM/SecuritiesPubliclyTradedGrp; fields ContributionCnt, NoncashContributionsRptF990Amt, MethodOfDeterminingRevenuesTxt",https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202321309349304807_public.xml,<SecuritiesPubliclyTradedGrp><NonCashCheckboxInd>X</NonCashCheckboxInd><ContributionCnt>188575</ContributionCnt><NoncashContributionsRptF990Amt>9192885465</NoncashContributionsRptF990Amt><MethodOfDeterminingRevenuesTxt>FMV ON DATE OF CONTR</MethodOfDeterminingRevenuesTxt></SecuritiesPubliclyTradedGr,2026-09-16T10:21:56Z,SecuritiesPubliclyTradedGrp ContributionCnt=188575 NoncashContributionsRptF990Amt=9192885465 method=FMV ON DATE OF CONTR,1,FY2026 Form 990 original due 2026-11-16,"Schedule M reports count and FMV by asset type for contributions TO the sponsor; it does not name the donor, DAF account, or issuer of closely held stock. Amounts are not summed across lines, years, or money_types.",DIFFERS,,"read-first research/STATE.md; MD11 METR/ARC Schedule I lines locators only. Primary research/primary/MD38-daf-sponsor-schedules/xml-fidelity-202206-202321309349304807-excerpt.xml-20260916T094302Z. Filer EIN 11-0303001. Exact filed field names: Schedule M Part I line 9 SecuritiesPubliclyTradedGrp. Publicly traded, closely held stock, and partnership/LLC interests kept on separate rows. MethodOfDeterminingRevenuesTxt=FMV ON DATE OF CONTR. CloselyHeldEquityInterestsGrp year-end book value is Schedule D, not this contribution line.; audit-1 2026-09-16: lane said ledger=; audit-2 2026-09-16: lane said target_prefix=MDI; lane=research/grok-out/MD38-daf-sponsor-schedules.csv#31; review=research/agents-2026-09-16/MDREVIEW-MD38.md"
