# metr_deep MDQ table project_coi.csv; scaffolded by scripts/build_tables.py 2026-09-16T04:35:10Z; ids MDQNNN; rows enter only through `python3 -m casework promote` from a reviewed lane, or from a reviewed seed import named in note; rows are never deleted, corrections append an audit note
row_id,project,provider,policy_version,terms,disclosure_recusal,provider_authority,personnel_conflicts,task,target_prefix,element_ids,subject,entity_type,aliases,identifier,from_entity,intermediary,to_entity,relationship_type,start_date,end_date,ledger,money_type,amount_usd,currency,date,date_precision,period,payment_status,purpose_restriction,in_kind_type,quantity_or_value,edge_type,documented_transaction,source_class,query_or_endpoint,url,quote_300,checked_utc,result,result_count,next_document,limitation,review_verdict,lane,note
MDQ0106,METR review of OpenAI gpt-oss-120b adversarial finetuning methodology,OpenAI,,"Nondisclosure agreement required METR to share the post with OpenAI for review and approval. METR did not change conclusions or takeaways after publication review; made one material edit removing a reference to differences between the published MFT paper and an earlier draft because OpenAI considers pre-release drafts confidential. Compensation undisclosed on this page. Access: materials for the methodology review under NDA. Redaction/publication control: OpenAI review and approval of the post, including removal of a pre-release-draft comparison. Exit: not stated as silent-exit. OpenAI live model-card URL HTTP 403 this run; r.jina.ai returned a truncated card without the METR-recommendation readout described on this METR page.",,NDA required sharing this post with OpenAI for review and approval; OpenAI asked removal of a pre-release-draft comparison,,A,MDQ,C08.E3;C08.E4;C04.E2,METR gpt-oss methodology review (NDA requiring OpenAI review and approval),project,,metr-gpt-oss-review,OpenAI,,METR,,,,,,,,2025-10-23,day,,,,,,,no cash figure on this page,project documents,GET https://metr.org/blog/2025-10-23-gpt-oss-methodology-review/,https://metr.org/blog/2025-10-23-gpt-oss-methodology-review/,"Note on independence: Our review was conducted under a nondisclosure agreement, which required us to share this post with OpenAI for review and approval.",2026-09-16T09:36:25Z,NDA publication review; one material confidentiality edit disclosed,1,https://openai.com/index/gpt-oss-model-card/,Live OpenAI model card HTTP 403; r.jina.ai proxy returned truncated intro (1407 bytes) without METR recommendation table.,CONFIRMED,,"Primary metr-org_blog_2025-10-23-gpt-oss-methodology-review-20260916T093625Z.html sha256=e73f0fb172deb8113fe709f469a3e8abce5218cc8582cb1d6f1c6dbfc0030b3b. r.jina.ai used for the 403 issuer URL; see Task E.; research/STATE.md read 2026-09-16 before adding facts; re-verification of already-held STATE/seed cells (COI v1.0 hash, free-tokens wording, HF API-credit estimate, at-least-6 close-relationship disclosure) labelled as such, not new discovery. Sibling MD26/MD27 primaries used as locators only; this-run saves are under research/primary/MD34-cross-lab-project-terms/. Google DeepMind kept distinct from Google unless a cited document uses the same name. Excluded-account posts were not used as sources. This lane only read public material (GET); did not contact METR, a funder, a lab, a donor, an employee or a records custodian and did not ask how the approximately $71 million was composed or allocated. In-kind/API credits are not cash and are not summed with any money_type.; lane=research/grok-out/MD34-cross-lab-project-terms.csv#A12; review=research/agents-2026-09-16/MDREVIEW-MD34.md"
MDQ0107,Review of Anthropic Sabotage Risk Report: Claude Opus 4.6,Anthropic,,"Access: Anthropic shared an unredacted Sabotage Risk Report and other materials with a small METR team. Mutual NDA; publication review by Anthropic. Editorial control primarily to redact sensitive information from METR's review (METR could indicate if redactions happened). One minor rephrase about scale/training differences; those were the only redactions from METR's review and were not load-bearing. Because the process was still being piloted, Anthropic also had general ability to veto publication of METR's review, and allowed METR to speak publicly about the fact of the review. METR aims to move toward restricting publication review to redactions only (not general veto). Compensation: undisclosed in the blog and PDF appendix checked.",Appendix 'Detail on our review process' in the March 3 review PDF; five redactions in Anthropic's public report assessed by METR along four criteria,"Anthropic publication review with redaction control and, as a pilot, general ability to veto publication of METR's review",,A,MDQ,C08.E3;C08.E4;C04.E2,METR review of Anthropic Sabotage Risk Report (Claude Opus 4.6),project,,anthropic-opus46-sabotage-review,Anthropic,,METR,,2026-02-11,2026-03-04,,,,,2026-03-12,day,,,,,,,no cash figure in checked documents,project documents,GET https://metr.org/blog/2026-03-12-sabotage-risk-report-opus-4-6-review/ and GET https://metr.org/assets/sabotage-risk-report-opus-4-6-review-mar-2026.pdf,https://metr.org/assets/sabotage-risk-report-opus-4-6-review-mar-2026.pdf,"As we are still piloting the review process, Anthropic also had the general ability to veto the publication of METR’s review, and allowed us to speak publicly about the fact that we were reviewing the Sabotage Risk Report throughout the duration of the entire review process.",2026-09-16T09:36:35Z,Unredacted Anthropic report shared with METR; NDA publication review plus general veto as a pilot; compensation undisclosed,1,https://metr.org/blog/2026-03-12-sabotage-risk-report-opus-4-6-review/,Compensation and token/API-credit quantities are not in the blog or the March 3 PDF appendix.,CONFIRMED,,"Primaries metr-org_blog_2026-03-12-sabotage-risk-report-opus-4-6-review-20260916T093634Z.html sha256=946a61c6edd070dc8a4cf00f5f0e53183010266e98a99877eb8584e5aa835469 and metr-org_assets_sabotage-risk-report-opus-4-6-review-mar-2026.pdf-20260916T093635Z.pdf sha256=c3983dd3c6973ac9db0bd9b11e7c67783ae1ba6b1c672cadddaa3277eaeda7f1.; research/STATE.md read 2026-09-16 before adding facts; re-verification of already-held STATE/seed cells (COI v1.0 hash, free-tokens wording, HF API-credit estimate, at-least-6 close-relationship disclosure) labelled as such, not new discovery. Sibling MD26/MD27 primaries used as locators only; this-run saves are under research/primary/MD34-cross-lab-project-terms/. Google DeepMind kept distinct from Google unless a cited document uses the same name. Excluded-account posts were not used as sources. This lane only read public material (GET); did not contact METR, a funder, a lab, a donor, an employee or a records custodian and did not ask how the approximately $71 million was composed or allocated. In-kind/API credits are not cash and are not summed with any money_type.; lane=research/grok-out/MD34-cross-lab-project-terms.csv#A13; review=research/agents-2026-09-16/MDREVIEW-MD34.md"
MDQ0108,Red-teaming Anthropic's internal agent monitoring systems,Anthropic,,"Anthropic provided substantial access to relevant internal systems and information and made staff available. 26-page report shared with Anthropic; a redacted version shared with a subset of METR staff. Compensation, NDA text, exit rights: undisclosed on this blog post. Documents checked: this post; FRR Appendix B Anthropic pointer.",,Report to Anthropic; only a redacted version shared with a subset of METR staff — METR's public post does not reproduce the 26-page findings in full,,A,MDQ,C08.E3;C08.E4;C04.E2,Embedded red-teaming of Anthropic internal agent monitoring systems,project,,anthropic-agent-monitoring-redteam,Anthropic,,METR,,,,,,,,2026-03-25,day,three weeks,,,access to internal monitoring/security systems and staff time,one METR staff member (David Rein) for three weeks; 26-page report to Anthropic,,no cash figure on this page,project documents,GET https://metr.org/blog/2026-03-25-red-teaming-anthropic-agent-monitoring/,https://metr.org/blog/2026-03-25-red-teaming-anthropic-agent-monitoring/,"Anthropic provided substantial access to relevant internal systems and information, and made staff available to answer questions and provide feedback throughout the exercise.",2026-09-16T09:36:39Z,Embedded access stated; public METR staff saw only a redacted internal report; compensation undisclosed,1,,The 26-page report itself is not on metr.org. Further details deferred to FRR Appendix B Anthropic section.,CONFIRMED,,"Primary metr-org_blog_2026-03-25-red-teaming-anthropic-agent-monitoring-20260916T093639Z.html sha256=03f2f4e656dc9f83dde46b87ff8fd4dba0382462103261450b23f0eb81ac6504.; research/STATE.md read 2026-09-16 before adding facts; re-verification of already-held STATE/seed cells (COI v1.0 hash, free-tokens wording, HF API-credit estimate, at-least-6 close-relationship disclosure) labelled as such, not new discovery. Sibling MD26/MD27 primaries used as locators only; this-run saves are under research/primary/MD34-cross-lab-project-terms/. Google DeepMind kept distinct from Google unless a cited document uses the same name. Excluded-account posts were not used as sources. This lane only read public material (GET); did not contact METR, a funder, a lab, a donor, an employee or a records custodian and did not ask how the approximately $71 million was composed or allocated. In-kind/API credits are not cash and are not summed with any money_type.; lane=research/grok-out/MD34-cross-lab-project-terms.csv#A14; review=research/agents-2026-09-16/MDREVIEW-MD34.md"
MDQ0109,Review of Risks from automated R&D section in Anthropic Risk Report February 2026,Anthropic,,"Access: Anthropic shared additional non-public materials; METR also used non-public information from the prior sabotage-report review. Original review PDF: Anthropic editorial control primarily to redact sensitive information; 'No redactions happened.' As a pilot, Anthropic had general ability to veto publication of METR's review. Compensation undisclosed in the blog and original-review PDF process appendix.",,Publication review by Anthropic with redaction control; general veto as a pilot; original-review PDF states no redactions happened,,A,MDQ,C08.E3;C08.E4;C04.E2,METR review of Anthropic February 2026 Risk Report automated R&D section,project,,anthropic-feb2026-rd-review,Anthropic,,METR,,,,,,,,2026-05-08,day,,,,,,,no cash figure in checked documents,project documents,GET https://metr.org/blog/2026-05-08-rd-section-anthropic-risk-report-feb-2026-review/ and GET original review PDF,https://metr.org/blog/2026-05-08-rd-section-anthropic-risk-report-feb-2026-review/,"Anthropic shared additional non-public materials with us for our review, and we used some non-public information shared as part of a previous review.",2026-09-16T09:36:41Z,Non-public materials; same pilot veto language as sabotage review; original PDF says no redactions happened; compensation undisclosed,1,https://metr.org/assets/Original%20Review%20of%20%22Risks%20from%20automated%20R&D%22%20section%20in%20the%20Anthropic%20Risk%20Report%20-%20February%202026.pdf,,CONFIRMED,,"Primaries metr-org_blog_2026-05-08-rd-section-anthropic-risk-report-feb-2026-review-20260916T093641Z.html and metr-anthropic-rd-review-original-20260916T094149Z.pdf. Process appendix on original PDF: no redactions happened; veto language present.; research/STATE.md read 2026-09-16 before adding facts; re-verification of already-held STATE/seed cells (COI v1.0 hash, free-tokens wording, HF API-credit estimate, at-least-6 close-relationship disclosure) labelled as such, not new discovery. Sibling MD26/MD27 primaries used as locators only; this-run saves are under research/primary/MD34-cross-lab-project-terms/. Google DeepMind kept distinct from Google unless a cited document uses the same name. Excluded-account posts were not used as sources. This lane only read public material (GET); did not contact METR, a funder, a lab, a donor, an employee or a records custodian and did not ask how the approximately $71 million was composed or allocated. In-kind/API credits are not cash and are not summed with any money_type.; lane=research/grok-out/MD34-cross-lab-project-terms.csv#A15; review=research/agents-2026-09-16/MDREVIEW-MD34.md"
MDQ0110,Assistance establishing first frontier AI safety policies (2024 annual report),Google DeepMind; Anthropic; Amazon (credited); OpenAI and Meta published policies without this credit sentence,,"Annual report: Google DeepMind, Anthropic, Magic, G42 and Amazon have written that METR helped them establish frameworks for managing catastrophic risks; later page: those five credited METR for assistance establishing their first policies; OpenAI, Meta, Microsoft and xAI published policies (credit sentence does not include OpenAI or Meta). Compensation, access, disclosure, redaction and exit: undisclosed in this report. Documents checked: this PDF; Amazon FMSF (A07); DeepMind FSF 2.0 acknowledgements (METR listed among input organizations).",,undisclosed in this report,,A,MDQ,C08.E3;C08.E4;C04.E2,METR 2024 annual report: labs crediting METR for first frontier-safety policies,project,,metr-2024-ar-policy-assistance,,,,,,,,,,,2024,year,,,,,,,no,project documents,GET https://metr.org/2024-annual-report.pdf,https://metr.org/2024-annual-report.pdf,"For example, Google DeepMind, Anthropic, Magic, G42 and Amazon have written that METR helped them establish frameworks for managing catastrophic risks from their AI systems.",2026-09-16T09:35:17Z,"Policy-assistance credit names Google DeepMind, Anthropic and Amazon among others; OpenAI and Meta are named as having published policies without that credit sentence",1,,"This is a METR annual-report summary, not the underlying lab policy documents' term sheets.",CONFIRMED,,"Primary metr-org_2024-annual-report.pdf-20260916T093517Z.pdf sha256=e7f0c272da4d982a8d62e2cb12b5a02954b29c2773cca238a099909964ad2e31. Google DeepMind is the name used here, not Google.; research/STATE.md read 2026-09-16 before adding facts; re-verification of already-held STATE/seed cells (COI v1.0 hash, free-tokens wording, HF API-credit estimate, at-least-6 close-relationship disclosure) labelled as such, not new discovery. Sibling MD26/MD27 primaries used as locators only; this-run saves are under research/primary/MD34-cross-lab-project-terms/. Google DeepMind kept distinct from Google unless a cited document uses the same name. Excluded-account posts were not used as sources. This lane only read public material (GET); did not contact METR, a funder, a lab, a donor, an employee or a records custodian and did not ask how the approximately $71 million was composed or allocated. In-kind/API credits are not cash and are not summed with any money_type.; lane=research/grok-out/MD34-cross-lab-project-terms.csv#A17; review=research/agents-2026-09-16/MDREVIEW-MD34.md"
MDQ0111,METR evaluation of Claude 3.5 Sonnet (claude-3-5-sonnet-20240620),Anthropic,,"Report describes evaluation methodology and results. Access, independence note, NDA, compensation, redaction authority and exit rights: undisclosed on this page. Documents checked: this report; GPT-5 report (which has an independence note); about page.",undisclosed on this page,undisclosed on this page,,A,MDQ,C08.E3;C08.E4;C04.E2,METR Claude 3.5 Sonnet evaluation report — project-term cells undisclosed,project,,metr-claude-35-sonnet-eval,Anthropic,,METR,,,,,,,,2024-10-30,day,,,,,,,no,project documents,GET https://metr.org/evaluations/claude-3-5-sonnet-report/,https://metr.org/evaluations/claude-3-5-sonnet-report/,METR evaluated Claude-3.5-Sonnet on tasks from both our general autonomy and AI R&D task suites.,2026-09-16T09:36:32Z,Company-identifying evaluation report without an independence/NDA/compensation/redaction/exit note,1,,Absence of an independence note is not evidence that no NDA existed; it is undisclosed on this page.,CONFIRMED,,"Primary metr-org_evaluations_claude-3-5-sonnet-report-20260916T093632Z.html. Contrast of document kind with later OpenAI reports is Task D.; research/STATE.md read 2026-09-16 before adding facts; re-verification of already-held STATE/seed cells (COI v1.0 hash, free-tokens wording, HF API-credit estimate, at-least-6 close-relationship disclosure) labelled as such, not new discovery. Sibling MD26/MD27 primaries used as locators only; this-run saves are under research/primary/MD34-cross-lab-project-terms/. Google DeepMind kept distinct from Google unless a cited document uses the same name. Excluded-account posts were not used as sources. This lane only read public material (GET); did not contact METR, a funder, a lab, a donor, an employee or a records custodian and did not ask how the approximately $71 million was composed or allocated. In-kind/API credits are not cash and are not summed with any money_type.; lane=research/grok-out/MD34-cross-lab-project-terms.csv#A18; review=research/agents-2026-09-16/MDREVIEW-MD34.md"
MDQ0112,METR preliminary evaluation of GPT-4o,OpenAI,,"Report describes methodology and results. Access, independence note, NDA, compensation, redaction authority, disclosure/recusal and exit rights: undisclosed on this page. Documents checked: this report; GPT-5 report.",,undisclosed on this page,,A,MDQ,C08.E3;C08.E4;C04.E2,METR GPT-4o evaluation report — project-term cells undisclosed,project,,metr-gpt4o-eval,OpenAI,,METR,,,,,,,,2024-08-07,day,,,,,,,no,project documents,GET https://metr.org/evaluations/gpt-4o-report/,https://metr.org/evaluations/gpt-4o-report/,This page provides additional details about METR’s preliminary evaluation of GPT-4o following the methodology outlined in our recent research update and the autonomy evals guide.,2026-09-16T09:36:26Z,OpenAI-model evaluation report without the later NDA/comms-legal independence note,1,,,CONFIRMED,,"Primary metr-org_evaluations_gpt-4o-report-20260916T093626Z.html.; research/STATE.md read 2026-09-16 before adding facts; re-verification of already-held STATE/seed cells (COI v1.0 hash, free-tokens wording, HF API-credit estimate, at-least-6 close-relationship disclosure) labelled as such, not new discovery. Sibling MD26/MD27 primaries used as locators only; this-run saves are under research/primary/MD34-cross-lab-project-terms/. Google DeepMind kept distinct from Google unless a cited document uses the same name. Excluded-account posts were not used as sources. This lane only read public material (GET); did not contact METR, a funder, a lab, a donor, an employee or a records custodian and did not ask how the approximately $71 million was composed or allocated. In-kind/API credits are not cash and are not summed with any money_type.; lane=research/grok-out/MD34-cross-lab-project-terms.csv#A19; review=research/agents-2026-09-16/MDREVIEW-MD34.md"
MDQ0113,,,1.0,,,,,B,MDQ,C08.E1,METR conflict-of-interest policy version 1.0 dated 2026-08-28 (re-verified),recipient,,,,,,,,,,,,,2026-08-28,day,,,,,,,,issuer statements,GET https://metr.org/coi-policy.pdf,https://metr.org/coi-policy.pdf,Conflict of interest policy (version 1.0),2026-09-16T09:30:41Z,"HTTP 200; 172769 bytes; pdftotext first page version 1.0 Last updated August 28, 2026",1,,Policy scopes itself to company-identifying risk assessments; it is not a general nonprofit COI bylaw. Engagements before 2026-08-28 predate this version.,CONFIRMED,,primary=metr.org_coi-policy.pdf-20260916T093041Z.pdf sha256=cc31342508f82e5388f4733416ecf865eed1172a4e115cd5c7f2e5038cb6e8f9. Identical to research/STATE.md S3 capture cc31342508f82e5388f4733416ecf865eed1172a4e115cd5c7f2e5038cb6e8f9 at research/primary/S3-coi-policy/metr-coi-policy-20260916T075131Z.pdf. Re-verified from live PDF this lane; not recollected as a new discovery. Also in PDF bytes as 'Conflict of interest policy \(version 1.0\)'.; lane=research/grok-out/MD31-board-and-governance.csv#B01; review=research/agents-2026-09-16/MDREVIEW-MD31.md
MDQ0114,METR Frontier Risk Report (Feb-Mar 2026; published 2026-05-19),Anthropic; Google; Meta; OpenAI,"AEF-1 as applied in this report || none in force at project start (AEF-1 2.3 No) || none in force at project start [MDQ0002,MDQ0030,MDQ0036,MDQ0044,MDQ0045,MDQ0048,MDQ0049,MDQ0080,MDQ0082,MDQ0086,MDQ0087,MDQ0088,MDQ0089,MDQ0090,MDQ0091,MDQ0092,MDQ0096,MDQ0097,MDQ0098,MDQ0099]","API access with chain-of-thought visibility; ZDR if possible; companies not permitted to train on evaluation tasks || Participants provided complimentary access to their models [MDI0007,MDI0008]","no formal recusal or disclosures process at project start || METR Frontier Risk Report, Table A.1 item 2.4, any other conflicts of interest || we did not run a formal recusal or disclosures process [MDQ0030,MDQ0036,MDQ0044,MDQ0045,MDQ0048,MDQ0052,MDQ0080,MDQ0083,MDQ0085,MDQ0089,MDQ0096,MDQ0097,MDQ0098,MDQ0099]","safe harbor not requested for this pilot || silent exit; redaction/anonymization of non-public information || control over non-public information incorporated; not over the final public report [MDQ0002,MDQ0003,MDQ0004,MDQ0005,MDQ0016,MDQ0017,MDQ0022,MDQ0053,MDQ0096,MDQ0097,MDQ0098,MDQ0099,MDQ0100]","Writing: Ajeya Cotra (report lead), Hjalmar Wijk, Daniel Filan, Nikola Jurkovic, Charles Foster, Beth Barnes. Company engagement: Charles Foster, Chris Painter, Lucas Sato, Hjalmar Wijk, Nikola Jurkovic, Ajeya Cotra. Ev… [MDQ0030,MDQ0031,MDQ0032,MDQ0033,MDQ0034,MDQ0035,MDQ0036,MDQ0044,MDQ0045,MDQ0048,MDQ0054,MDQ0066,MDQ0080,MDQ0083,MDQ0096,MDQ0097,MDQ0098,MDQ0099]",A,MDQ,C08.E1;C08.E2;C08.E3;C08.E4;C08.E5,Project independence synthesis: METR Frontier Risk Report (Feb-Mar 2026; published 2026-05-19),project,,frr-2026,,,,,,,,,,,2026-05-19,day,,,,"API access with chain-of-thought visibility || complimentary model access || free tokens; nonpublic model access [MDI0007,MDI0008,MDI0042]","requested rate limits of at least 4M input tokens/min, 1M output tokens/min, 1K requests/min [MDI0007]",,"none, as METR states [MDQ0051,MDQ0063,MDQ0096,MDQ0097,MDQ0098,MDQ0099,MDP0256]",project documents,GET https://metr.org/blog/2026-05-19-frontier-risk-report/ and https://metr.org/risk-report-feb-mar-2026.pdf,https://metr.org/blog/2026-05-19-frontier-risk-report/,The system provider provided legal safe harbor for actions by the evaluator that are within the agreed upon scope of the evaluation. Not requested,2026-09-16T12:29:50Z,synthesis from promoted evidence rows; filled cells cite MD* ids; empty cells have no supporting evidence row (not filled from affiliation). MDQ_ev=59 MDI_ev=3 MDR_ev=32 MDS_neg=5,62,FRR model-access section (rate limits / token budgets),Primary route is already-promoted rows; this lane does not invent projects absent from those rows. A later signed agreement would change only the cells named in Task D.,CONFIRMED,,"primary=live-metr-org-frontier-risk-report_20260916T122950Z.html; synthesis cites already-promoted MD* row ids only; not new discovery. research/STATE.md read before adding facts; C08 already supported_primary; held facts re-anchored, not recollected as new. no_kevinnbass_sources; legal entities unmerged (ARC is not METR; Redwood Research is not METR; individual is not employer). money types not summed; a commitment is not a payment; in-kind is not cash; no motive asserted; nobody contacted; approximately $71 million composition not asked. primary=live-metr-org-frontier-risk-report_20260916T122950Z.html; quote from promoted MDQ0002; copy-or-live under research/primary/MD48-independence-synthesis/.; lane=research/grok-out/MD48-independence-synthesis.csv#A01; review=research/agents-2026-09-16/MDREVIEW-MD48.md"
MDQ0115,METR Frontier Risk Report (Feb-Mar 2026; published 2026-05-19),Anthropic; Google; Meta; OpenAI,"MDQ0002,MDQ0030,MDQ0036,MDQ0044,MDQ0045,MDQ0048,MDQ0049,MDQ0080,MDQ0082,MDQ0086,MDQ0087,MDQ0088,MDQ0089,MDQ0090,MDQ0091,MDQ0092,MDQ0096,MDQ0097,MDQ0098,MDQ0099","MDI0007,MDI0008","MDQ0030,MDQ0036,MDQ0044,MDQ0045,MDQ0048,MDQ0052,MDQ0080,MDQ0083,MDQ0085,MDQ0089,MDQ0096,MDQ0097,MDQ0098,MDQ0099","MDQ0002,MDQ0003,MDQ0004,MDQ0005,MDQ0016,MDQ0017,MDQ0022,MDQ0053,MDQ0096,MDQ0097,MDQ0098,MDQ0099,MDQ0100","MDQ0030,MDQ0031,MDQ0032,MDQ0033,MDQ0034,MDQ0035,MDQ0036,MDQ0044,MDQ0045,MDQ0048,MDQ0054,MDQ0066,MDQ0080,MDQ0083,MDQ0096,MDQ0097,MDQ0098,MDQ0099",B,MDQ,C08.E1;C08.E2;C08.E3;C08.E4;C08.E5,Supporting promoted row ids for each filled cell: METR Frontier Risk Report (Feb-Mar 2026; published 2026-05-19),project,,frr-2026,,,,,,,,,,,2026-05-19,day,,,,"MDI0007,MDI0008,MDI0042",MDI0007,,"MDQ0051,MDQ0063,MDQ0096,MDQ0097,MDQ0098,MDQ0099,MDP0256",project documents,GET https://metr.org/blog/2026-05-19-frontier-risk-report/ and https://metr.org/risk-report-feb-mar-2026.pdf ; cell-to-id map from promoted tables,https://metr.org/blog/2026-05-19-frontier-risk-report/,The system provider provided legal safe harbor for actions by the evaluator that are within the agreed upon scope of the evaluation. Not requested,2026-09-16T12:29:50Z,every filled cell names supporting promoted row ids; a cell with no supporting row is empty rather than filled from affiliation,8,FRR model-access section (rate limits / token budgets),IDs are promoted MD[EFIPQRST]* row ids. Seed context-only rows are not used to fill cells.,CONFIRMED,,"primary=live-metr-org-frontier-risk-report_20260916T122950Z.html; synthesis cites already-promoted MD* row ids only; not new discovery. research/STATE.md read before adding facts; C08 already supported_primary; held facts re-anchored, not recollected as new. no_kevinnbass_sources; legal entities unmerged (ARC is not METR; Redwood Research is not METR; individual is not employer). money types not summed; a commitment is not a payment; in-kind is not cash; no motive asserted; nobody contacted; approximately $71 million composition not asked. primary=live-metr-org-frontier-risk-report_20260916T122950Z.html; Task B is the cell-to-id map for Task A row A01.; lane=research/grok-out/MD48-independence-synthesis.csv#B01; review=research/agents-2026-09-16/MDREVIEW-MD48.md"
MDQ0116,OpenAI / Hugging Face incident investigation (Aug 2026),OpenAI,"COI policy v1.0 last updated August 28, 2026 — after the Aug 26 publication [MDQ0046]","OpenAI defined the investigation period; HPIM query withheld; datasets by request || no HPIM query; no direct OpenAI-infrastructure access; additional datasets on request [MDI0009,MDI0010]","footnote added 9/13/2026; states the SSC appointment was after the report was completed and published on Aug 26th || Beth Barnes was not involved in the decision to engage Ryan Greenblatt, nor was she directly involved … [MDQ0039,MDQ0040,MDQ0046,MDQ0102]","OpenAI was able to redact any non-public information from this post || feedback beyond redaction; METR states it made the edits || one-directional pre-publication review of METR's draft; METR did not see OpenAI's report… [MDQ0006,MDQ0007,MDQ0018,MDQ0019,MDQ0102]","Hjalmar Wijk; Ajeya Cotra; Ryan Greenblatt (Redwood Research staff member contracting with METR) || On Sep 9th (after this report was completed and published on Aug 26th), Ajeya Cotra’s spouse Paul Christiano joined Ope… [MDQ0038,MDQ0039,MDQ0040,MDQ0046]",A,MDQ,C08.E1;C08.E2;C08.E3;C08.E4,Project independence synthesis: OpenAI / Hugging Face incident investigation (Aug 2026),project,,hf-incident-2026,,,,,,,,,,,2026-08-26,day,,,,"message-board dump; transcripts; free API credits; on-premises access || withheld model query (HPIM); request-based datasets || free API credits; message-board dump; transcripts [MDI0009,MDI0010,MDI0035,MDI0036,MDI0047,MDI0048,MDI0050,MDI0052,MDI0056]","~1.2 million message-board entries; ~1300 transcripts; ~$400K API credits (METR estimate); six days on premises || roughly ~$400K in API credits over the six days of our investigation || roughly ~$400K in API credits ov… [MDI0009,MDI0047,MDI0048,MDI0050,MDI0052]",,"none, as METR states [MDQ0102]",project documents,GET https://metr.org/hugging-face-incident-report-aug-2026.pdf and HF blog,https://metr.org/hugging-face-incident-report-aug-2026.pdf,"OpenAI agreed at the outset with METR and Redwood that we would be able to describe high-level scope and terms of our engagement in this post. Beyond that, OpenAI was able to redact any non-public information from this post.",2026-09-16T12:29:50Z,synthesis from promoted evidence rows; filled cells cite MD* ids; empty cells have no supporting evidence row (not filled from affiliation). MDQ_ev=9 MDI_ev=9 MDR_ev=3 MDS_neg=2,18,https://metr.org/blog/2026-08-26-openai-hugging-face-incident-investigation/,Primary route is already-promoted rows; this lane does not invent projects absent from those rows. A later signed agreement would change only the cells named in Task D.,CONFIRMED,,"primary=metr-org-hf-incident-report_20260916T122950Z.pdf; synthesis cites already-promoted MD* row ids only; not new discovery. research/STATE.md read before adding facts; C08 already supported_primary; held facts re-anchored, not recollected as new. no_kevinnbass_sources; legal entities unmerged (ARC is not METR; Redwood Research is not METR; individual is not employer). money types not summed; a commitment is not a payment; in-kind is not cash; no motive asserted; nobody contacted; approximately $71 million composition not asked. primary=metr-org-hf-incident-report_20260916T122950Z.pdf; quote from promoted MDQ0006; copy-or-live under research/primary/MD48-independence-synthesis/.; lane=research/grok-out/MD48-independence-synthesis.csv#A02; review=research/agents-2026-09-16/MDREVIEW-MD48.md"
MDQ0117,OpenAI / Hugging Face incident investigation (Aug 2026),OpenAI,MDQ0046,"MDI0009,MDI0010","MDQ0039,MDQ0040,MDQ0046,MDQ0102","MDQ0006,MDQ0007,MDQ0018,MDQ0019,MDQ0102","MDQ0038,MDQ0039,MDQ0040,MDQ0046",B,MDQ,C08.E1;C08.E2;C08.E3;C08.E4,Supporting promoted row ids for each filled cell: OpenAI / Hugging Face incident investigation (Aug 2026),project,,hf-incident-2026,,,,,,,,,,,2026-08-26,day,,,,"MDI0009,MDI0010,MDI0035,MDI0036,MDI0047,MDI0048,MDI0050,MDI0052,MDI0056","MDI0009,MDI0047,MDI0048,MDI0050,MDI0052",,MDQ0102,project documents,GET https://metr.org/hugging-face-incident-report-aug-2026.pdf and HF blog ; cell-to-id map from promoted tables,https://metr.org/hugging-face-incident-report-aug-2026.pdf,"OpenAI agreed at the outset with METR and Redwood that we would be able to describe high-level scope and terms of our engagement in this post. Beyond that, OpenAI was able to redact any non-public information from this post.",2026-09-16T12:29:50Z,every filled cell names supporting promoted row ids; a cell with no supporting row is empty rather than filled from affiliation,8,https://metr.org/blog/2026-08-26-openai-hugging-face-incident-investigation/,IDs are promoted MD[EFIPQRST]* row ids. Seed context-only rows are not used to fill cells.,CONFIRMED,,"primary=metr-org-hf-incident-report_20260916T122950Z.pdf; synthesis cites already-promoted MD* row ids only; not new discovery. research/STATE.md read before adding facts; C08 already supported_primary; held facts re-anchored, not recollected as new. no_kevinnbass_sources; legal entities unmerged (ARC is not METR; Redwood Research is not METR; individual is not employer). money types not summed; a commitment is not a payment; in-kind is not cash; no motive asserted; nobody contacted; approximately $71 million composition not asked. primary=metr-org-hf-incident-report_20260916T122950Z.pdf; Task B is the cell-to-id map for Task A row A02.; lane=research/grok-out/MD48-independence-synthesis.csv#B02; review=research/agents-2026-09-16/MDREVIEW-MD48.md"
