# metr_deep MDF table funding_events.csv; scaffolded by scripts/build_tables.py 2026-09-16T04:35:09Z; ids MDFNNN; rows enter only through `python3 -m casework promote` from a reviewed lane, or from a reviewed seed import named in note; rows are never deleted, corrections append an audit note
row_id,ledger,money_type,amount_usd,currency,from_entity,to_entity,date,date_precision,period,payment_status,purpose_restriction,task,target_prefix,element_ids,subject,entity_type,aliases,identifier,intermediary,relationship_type,start_date,end_date,project,provider,in_kind_type,quantity_or_value,terms,policy_version,disclosure_recusal,provider_authority,personnel_conflicts,edge_type,documented_transaction,source_class,query_or_endpoint,url,quote_300,checked_utc,result,result_count,next_document,limitation,review_verdict,lane,note
MDF0629,commitments,commitment,17000000,USD,The Audacious Project,METR,2024-10-09,day,announcement date; term not stated on this page,committed; payment not stated,will support work at METR,A,MDF,C06.E1;C02.E2,audit of promoted MDF0166: METR announcement: approximately $17 million of the Canary funding will support work at METR,recipient,METR,MDF0166,TED (housed-at; not a payer on this page),stated METR share of Canary funding,,,Canary,,,,,,,,,,,issuer statements,GET https://metr.org/blog/2024-10-09-new-support-through-the-audacious-project/,https://metr.org/blog/2024-10-09-new-support-through-the-audacious-project/,Approximately $17 million of this will support work at METR.,2026-09-16T12:34:25Z,"match: amount, date, entity, and money_type re-verified against the named primary",1,,,CONFIRMED,,Already held; re-verified this run from the named primary; not a new discovery. promoted_row=MDF0166 via=live http=200 sha256=2901b4015e28e138 used=metr.org_blog_2024-10-09-new-support-through-the-audacious-project_20260916T123346Z.html research/STATE.md read before adding facts. no_kevinnbass_sources. This lane did not ask METR or a funder how the approximately $71 million was composed.; lane=research/grok-out/MD50-audit-money.csv#A0166; review=research/agents-2026-09-16/MDREVIEW-MD50.md
MDF0630,commitments,commitment,38000000,USD,The Audacious Project,RAND and METR,2024-10-09,day,"For Release Wednesday October 9, 2024; term not stated on this page",committed; payment not stated,,A,MDF,C06.E1;C02.E2,audit of promoted MDF0167: RAND announcement: Audacious committed approximately $38 million to RAND and METR for Canary,recipient,RAND Corporation,MDF0167,TED (housed-at; not a payer on this page),award announcement,,,Canary,,,,,,,,,,,issuer statements,GET https://www.rand.org/news/press/2024/10/09.html,https://www.rand.org/news/press/2024/10/09.html,"The Audacious Project, a collaborative funding initiative housed at TED, has committed approximately $38 million to RAND and METR for Canary, a new research collaboration designed to help make future AI systems safer.",2026-09-16T12:34:25Z,"match: amount, date, entity, and money_type re-verified against the named primary",1,,,CONFIRMED,,live HTTP 403 size=919; used r.jina.ai | Already held; re-verified this run from the named primary; not a new discovery. promoted_row=MDF0167 via=r.jina.ai http=200 sha256=15f410e5eb9a963f used=jina_www.rand.org_news_press_2024_10_09.html_20260916T123346Z.md research/STATE.md read before adding facts. no_kevinnbass_sources. This lane did not ask METR or a funder how the approximately $71 million was composed.; lane=research/grok-out/MD50-audit-money.csv#A0167; review=research/agents-2026-09-16/MDREVIEW-MD50.md
MDF0631,,commitment,17000000,USD,The Audacious Project,METR,2024-10-09,day,,committed; payment not stated,will support work at METR,A,MDF,C06.E1;C02.E2,audit of promoted MDF0168: Stated split: METR quotes approximately $17 million of the Canary funding for work at METR,,,MDF0168,,,,,Canary,,,,,,,,,,,issuer statements,GET https://metr.org/blog/2024-10-09-new-support-through-the-audacious-project/,https://metr.org/blog/2024-10-09-new-support-through-the-audacious-project/,Approximately $17 million of this will support work at METR.,2026-09-16T12:34:25Z,"match: amount, date, entity, and money_type re-verified against the named primary",1,,,CONFIRMED,,Already held; re-verified this run from the named primary; not a new discovery. promoted_row=MDF0168 via=live http=200 sha256=2901b4015e28e138 used=metr.org_blog_2024-10-09-new-support-through-the-audacious-project_20260916T123346Z.html research/STATE.md read before adding facts. no_kevinnbass_sources. This lane did not ask METR or a funder how the approximately $71 million was composed.; lane=research/grok-out/MD50-audit-money.csv#A0168; review=research/agents-2026-09-16/MDREVIEW-MD50.md
MDF0632,,commitment,<16000000,USD,The Audacious Project,METR,2025-09-28,day,3 years (restated 2025-09-28; start/end dates not stated),committed; payment not stated,,A,MDF,C06.E1;C02.E2,"audit of promoted MDF0169: Beth Barnes 2025-09-28 restatement: Audacious funding a bit under $16m, commitment across 3 years",recipient,Beth Barnes; METR founder and head of research,MDF0169,,,,,Canary,,,,a commitment across 3 years,,,,,,,self-statements,GET https://www.greaterwrong.com/posts/yrephKDBFL6h9zAFv/beth-barnes-s-shortform/comment/w3e6cbHeozQJaJH5c ; corroborating POST https://www.lesswrong.com/graphql comment _id w3e6cbHeozQJaJH5c,https://www.greaterwrong.com/posts/yrephKDBFL6h9zAFv/beth-barnes-s-shortform/comment/w3e6cbHeozQJaJH5c,"Audacious funding: This ended up being a bit under $16m, and is a commitment across 3 years.",2026-09-16T12:34:25Z,"match: amount, date, entity, and money_type re-verified against the named primary",1,,,CONFIRMED,,Already held; re-verified this run from the named primary; not a new discovery. promoted_row=MDF0169 via=live http=200 sha256=e31dca3c7d1540a0 used=www.greaterwrong.com_posts_yrephKDBFL6h9zAFv_beth-barnes-s-shortform_comment_w3e6cbHeozQJaJH5c_20260916T123346Z.html research/STATE.md read before adding facts. no_kevinnbass_sources. This lane did not ask METR or a funder how the approximately $71 million was composed.; lane=research/grok-out/MD50-audit-money.csv#A0169; review=research/agents-2026-09-16/MDREVIEW-MD50.md
MDF0633,commitments,commitment,17000000,USD,The Audacious Project (TED),Model Evaluation and Threat Research Inc,2024-10-09,day,announced 2024-10-09; term not stated on this page,committed; payment not stated,,A,MDF,C06.E1;C02.E2,audit of promoted MDF0170: METR 2024-10-09 blog statement of its Canary share (approximately $17 million),recipient,METR; Model Evaluation and Threat Research Inc,MDF0170,,project commitment (Canary collaboration with RAND),2024-10-09,,Canary,,,,,,,,,,no,issuer statements,GET https://metr.org/blog/2024-10-09-new-support-through-the-audacious-project/ ; JSON-LD datePublished; body paragraph,https://metr.org/blog/2024-10-09-new-support-through-the-audacious-project/,Approximately $17 million of this will support work at METR.,2026-09-16T12:34:25Z,mismatch: to_entity not in primary: Model Evaluation and Threat Research Inc,1,,,CONFIRMED,,Already held; re-verified this run from the named primary; not a new discovery. promoted_row=MDF0170 via=live http=200 sha256=2901b4015e28e138 used=metr.org_blog_2024-10-09-new-support-through-the-audacious-project_20260916T123346Z.html research/STATE.md read before adding facts. no_kevinnbass_sources. This lane did not ask METR or a funder how the approximately $71 million was composed.; lane=research/grok-out/MD50-audit-money.csv#A0170; review=research/agents-2026-09-16/MDREVIEW-MD50.md
MDF0634,commitments,commitment,17000000,USD,The Audacious Project (TED),Model Evaluation and Threat Research Inc,2024-10-09,day,posted 2024-10-09T13:22:41Z; term not stated,committed; payment not stated,,A,MDF,C06.E1;C02.E2,"audit of promoted MDF0171: METR 2024-10-09 X statement of $17M new funding (same-day restatement of the share, no term)",recipient,METR; @METR_Evals,MDF0171,,project commitment (Audacious 2024 cohort),2024-10-09,,Canary,,,,,,,,,,no,issuer statements,GET https://api.fxtwitter.com/METR_Evals/status/1844005567532245136 (independent of @kevinnbass); tweet created_at Wed Oct 09 13:22:41 +0000 2024,https://x.com/METR_Evals/status/1844005567532245136,$17M in new funding will support and expand our work empirically assessing the risks of frontier AI systems.,2026-09-16T12:36:12Z,mismatch: to_entity not in primary: Model Evaluation and Threat Research Inc,1,,,CONFIRMED,,Already held; re-verified this run from the named primary; not a new discovery. promoted_row=MDF0171 via=live http=200 sha256=d3586e9f2fe71495 used=x.com_METR_Evals_status_1844005567532245136_20260916T123346Z.html research/STATE.md read before adding facts. no_kevinnbass_sources. This lane did not ask METR or a funder how the approximately $71 million was composed.; lane=research/grok-out/MD50-audit-money.csv#A0171; review=research/agents-2026-09-16/MDREVIEW-MD50.md
MDF0635,commitments,commitment,,USD,The Audacious Project (TED),Model Evaluation and Threat Research Inc,2025-09-28,day,3 years (restated 2025-09-28),committed; payment not stated,,A,MDF,C06.E1;C02.E2,"audit of promoted MDF0172: Beth Barnes 2025-09-28 restatement: Audacious funding a bit under $16m, commitment across 3 years",recipient,"METR; Beth Barnes (METR founder / head of research, public role)",MDF0172,,project commitment restatement,2024-10-09,,Canary,,,,commitment across 3 years,,,,,,no,self-statements,GET https://www.greaterwrong.com/posts/yrephKDBFL6h9zAFv/beth-barnes-s-shortform/comment/w3e6cbHeozQJaJH5c ; page title date 28 Sep 2025 20:34 UTC,https://www.greaterwrong.com/posts/yrephKDBFL6h9zAFv/beth-barnes-s-shortform/comment/w3e6cbHeozQJaJH5c,"Audacious funding: This ended up being a bit under $16m, and is a commitment across 3 years.",2026-09-16T12:34:25Z,mismatch: to_entity not in primary: Model Evaluation and Threat Research Inc,1,,,CONFIRMED,,Already held; re-verified this run from the named primary; not a new discovery. promoted_row=MDF0172 via=live http=200 sha256=e31dca3c7d1540a0 used=www.greaterwrong.com_posts_yrephKDBFL6h9zAFv_beth-barnes-s-shortform_comment_w3e6cbHeozQJaJH5c_20260916T123346Z.html research/STATE.md read before adding facts. no_kevinnbass_sources. This lane did not ask METR or a funder how the approximately $71 million was composed.; lane=research/grok-out/MD50-audit-money.csv#A0172; review=research/agents-2026-09-16/MDREVIEW-MD50.md
MDF0636,,commitment,38000000,USD,The Audacious Project,RAND Corporation and METR (Canary collaboration),2024-10-09,day,announced 2024-10-09,committed; payment not stated on this page,"Canary, a new research collaboration designed to help make future AI systems safer",A,MDF,C06.E1,audit of promoted MDF0173: Audacious Project commitment to RAND and METR for Canary (RAND press 2024-10-09),funding initiative housed at TED,The Audacious Project,MDF0173,,joint-project commitment,,,Canary,,,,,,,,,,no; commitment not a receipt,issuer statements,GET https://www.rand.org/news/press/2024/10/09.html,https://www.rand.org/news/press/2024/10/09.html,"The Audacious Project, a collaborative funding initiative housed at TED, has committed approximately $38 million to RAND and METR for Canary, a new research collaboration designed to help make future AI systems safer.",2026-09-16T12:34:25Z,"match: amount, date, entity, and money_type re-verified against the named primary",1,,,CONFIRMED,,live HTTP 403 size=919; used r.jina.ai | Already held; re-verified this run from the named primary; not a new discovery. promoted_row=MDF0173 via=r.jina.ai http=200 sha256=15f410e5eb9a963f used=jina_www.rand.org_news_press_2024_10_09.html_20260916T123346Z.md research/STATE.md read before adding facts. no_kevinnbass_sources. This lane did not ask METR or a funder how the approximately $71 million was composed.; lane=research/grok-out/MD50-audit-money.csv#A0173; review=research/agents-2026-09-16/MDREVIEW-MD50.md
MDF0637,,filed_grant,10000000,USD,Valhalla Foundation,RAND Corporation,2024-12-31,interval,TY2024 (2024-01-01 to 2024-12-31),filed as paid during year,"PROJECT CANARY, AN ARTIFICIAL INTELLIGENCE SAFETY INITIATIVE",A,MDF,C06.E1,audit of promoted MDF0174: Valhalla Foundation TY2024 990-PF paid grant to RAND for Project Canary,private foundation,Scott Cook and Signe Ostby family foundation (individuals not merged),MDF0174,,filed 990-PF grant,2024-01-01,2024-12-31,Project Canary,,,,,,,,,,"yes, to RAND",funder filings,GET gt990datalake XmlFiles/202502559349100000_public.xml; GrantOrContributionPdDurYrGrp RAND CORPORATION / PROJECT CANARY,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202502559349100000_public.xml,<BusinessNameLine1Txt>RAND CORPORATION</BusinessNameLine1Txt>,2026-09-16T12:36:07Z,"match: amount, date, entity, and money_type re-verified against the named primary",1,,,CONFIRMED,,Already held; re-verified this run from the named primary; not a new discovery. promoted_row=MDF0174 via=live http=200 sha256=34824e72ac46ec97 used=gt990datalake-rawdata.s3.amazonaws.com_EfileData_XmlFiles_202502559349100000_public.xml_20260916T123346Z.xml research/STATE.md read before adding facts. no_kevinnbass_sources. This lane did not ask METR or a funder how the approximately $71 million was composed.; lane=research/grok-out/MD50-audit-money.csv#A0174; review=research/agents-2026-09-16/MDREVIEW-MD50.md
MDF0638,,filed_grant,333334,USD,High Tide Foundation,RAND Corporation,2024-12-31,interval,TY2024 (2024-01-01 to 2024-12-31),filed as paid during year,To support tTHE PROJECT CANARY,A,MDF,C06.E1,audit of promoted MDF0175: High Tide Foundation TY2024 990-PF paid grant to RAND for Project Canary,private foundation,"e-file BusinessName HIGH TIDE FOUNDATION; ProPublica display name Overlook International Foundation Inc (same EIN, not a second payer)",MDF0175,,filed 990-PF grant,2024-01-01,2024-12-31,Project Canary,,,,,,,,,,"yes, to RAND",funder filings,GET gt990datalake XmlFiles/202503179349100135_public.xml; GrantOrContributionPdDurYrGrp THE RAND CORPORATION / PROJECT CANARY,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202503179349100135_public.xml,<BusinessNameLine1Txt>THE RAND CORPORATION</BusinessNameLine1Txt>,2026-09-16T12:36:06Z,"match: amount, date, entity, and money_type re-verified against the named primary",1,,,CONFIRMED,,Already held; re-verified this run from the named primary; not a new discovery. promoted_row=MDF0175 via=live http=200 sha256=76599f4d93a25fb7 used=gt990datalake-rawdata.s3.amazonaws.com_EfileData_XmlFiles_202503179349100135_public.xml_20260916T123346Z.xml research/STATE.md read before adding facts. no_kevinnbass_sources. This lane did not ask METR or a funder how the approximately $71 million was composed.; lane=research/grok-out/MD50-audit-money.csv#A0175; review=research/agents-2026-09-16/MDREVIEW-MD50.md
MDF0639,,commitment,10000000,USD,Open Philanthropy,RAND Corporation,2025-09,month,award date September 2025; over three years,announced as a gift; not located as a filed 990-PF line this window,"in support of Canary, a collaboration between RAND and METR",A,MDF,C06.E1,audit of promoted MDF0176: Open Philanthropy archived grant page: $10 million over three years to RAND in support of Canary (award date September 2025),grantmaker (archived Open Philanthropy page; not Coefficient Giving; not Good Ventures Foundation),Open Philanthropy; later branded Coefficient Giving (not merged),MDF0176,,announced gift / grant page,,,Canary,,,,over three years,,,,,,"no; grant-page announcement, not a filing",issuer statements,Wayback CDX url=openphilanthropy.org/grants/rand-corporation-ai-evaluation-and-testing/; GET web.archive.org/web/20251025225511id_/https://www.openphilanthropy.org/grants/rand-corporation-ai-evaluation-and-testing/,https://web.archive.org/web/20251025225511id_/https://www.openphilanthropy.org/grants/rand-corporation-ai-evaluation-and-testing/,"e: The RAND Corporation</a> </li> <li> <p>Amount: $10,000,000</p> </li> <li> <p>Award Date: September 2025</p> </li> </ul> </nav> </div> </div> </div> <div class=""content-sin",2026-09-16T12:36:12Z,"match: amount, date, entity, and money_type re-verified against the named primary; promoted quote_300 is not a verbatim excerpt of the primary (often a lane note); this-run quote_300 is taken from the saved primary",1,,Promoted quote_300 was not byte-identical in the this-run primary; verbatim excerpt taken from the saved primary.,CONFIRMED,,Already held; re-verified this run from the named primary; not a new discovery. promoted_row=MDF0176 via=live http=200 sha256=bdd3a528a5b366a5 used=web.archive.org_web_20251025225511id__https_www.openphilanthropy.org_grants_rand-corporation-ai-evaluation-and-testing_20260916T123346Z.html research/STATE.md read before adding facts. no_kevinnbass_sources. This lane did not ask METR or a funder how the approximately $71 million was composed.; lane=research/grok-out/MD50-audit-money.csv#A0176; review=research/agents-2026-09-16/MDREVIEW-MD50.md
MDF0640,,filed_grant,1000000,USD,Founders Pledge Inc,RAND Corporation,2024-12-31,interval,TY2024,filed as granted,FUND CHARITABLE ACTIVITIES,A,MDF,C06.E1,audit of promoted MDF0177: Founders Pledge Inc TY2024 Schedule I cash grant to RAND (purpose not Canary),public charity / regrantor,,MDF0177,,filed Schedule I grant,2024-01-01,2024-12-31,,,,,,,,,,,"yes, to RAND",funder filings,GET gt990datalake XmlFiles/202523079349303352_public.xml; Schedule I RecipientTable EIN 951958142,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202523079349303352_public.xml,<BusinessNameLine1Txt>THE RAND CORPORATION</BusinessNameLine1Txt>,2026-09-16T12:34:26Z,"match: amount, date, entity, and money_type re-verified against the named primary",1,,,CONFIRMED,,Already held; re-verified this run from the named primary; not a new discovery. promoted_row=MDF0177 via=live http=200 sha256=91c4a60523ac38af used=gt990datalake-rawdata.s3.amazonaws.com_EfileData_XmlFiles_202523079349303352_public.xml_20260916T123346Z.xml research/STATE.md read before adding facts. no_kevinnbass_sources. This lane did not ask METR or a funder how the approximately $71 million was composed.; lane=research/grok-out/MD50-audit-money.csv#A0177; review=research/agents-2026-09-16/MDREVIEW-MD50.md
MDF0641,,filed_grant,1050000,USD,Gates Foundation,RAND Corporation,2024-12-31,interval,TY2024,filed as paid during year,K-12 EDUCATION,A,MDF,C06.E1,audit of promoted MDF0178: Gates Foundation TY2024 990-PF paid grant to RAND — purpose K-12 EDUCATION (not Canary),private foundation,Bill & Melinda Gates Foundation; Gates Foundation,MDF0178,,filed 990-PF grant,2024-01-01,2024-12-31,,,,,,,,,,,"yes, to RAND",funder filings,GET gt990datalake XmlFiles/202523189349103667_public.xml; GrantOrContributionPdDurYrGrp RAND CORPORATION,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202523189349103667_public.xml,<BusinessNameLine1Txt>RAND CORPORATION</BusinessNameLine1Txt>,2026-09-16T12:36:30Z,"match: amount, date, entity, and money_type re-verified against the named primary",1,,,CONFIRMED,,Already held; re-verified this run from the named primary; not a new discovery. promoted_row=MDF0178 via=live http=200 sha256=3e481d115bdaf482 used=gt990datalake-rawdata.s3.amazonaws.com_EfileData_XmlFiles_202523189349103667_public.xml_20260916T123346Z.xml research/STATE.md read before adding facts. no_kevinnbass_sources. This lane did not ask METR or a funder how the approximately $71 million was composed.; lane=research/grok-out/MD50-audit-money.csv#A0178; review=research/agents-2026-09-16/MDREVIEW-MD50.md
MDF0642,,filed_grant,2368896,USD,Gates Foundation,RAND Corporation,2024-12-31,interval,TY2024,filed as paid during year,K-12 EDUCATION; POSTSECONDARY EDUCATION,A,MDF,C06.E1,audit of promoted MDF0179: Gates Foundation TY2024 990-PF paid grant to RAND — purpose K-12 EDUCATION; POSTSECONDARY EDUCATION (not Canary),private foundation,Bill & Melinda Gates Foundation; Gates Foundation,MDF0179,,filed 990-PF grant,2024-01-01,2024-12-31,,,,,,,,,,,"yes, to RAND",funder filings,GET gt990datalake XmlFiles/202523189349103667_public.xml; GrantOrContributionPdDurYrGrp RAND CORPORATION,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202523189349103667_public.xml,<BusinessNameLine1Txt>RAND CORPORATION</BusinessNameLine1Txt>,2026-09-16T12:36:30Z,"match: amount, date, entity, and money_type re-verified against the named primary",1,,,CONFIRMED,,Already held; re-verified this run from the named primary; not a new discovery. promoted_row=MDF0179 via=live http=200 sha256=3e481d115bdaf482 used=gt990datalake-rawdata.s3.amazonaws.com_EfileData_XmlFiles_202523189349103667_public.xml_20260916T123346Z.xml research/STATE.md read before adding facts. no_kevinnbass_sources. This lane did not ask METR or a funder how the approximately $71 million was composed.; lane=research/grok-out/MD50-audit-money.csv#A0179; review=research/agents-2026-09-16/MDREVIEW-MD50.md
MDF0643,,filed_grant,564628,USD,Gates Foundation,RAND Corporation,2024-12-31,interval,TY2024,filed as paid during year,EARLY LEARNING,A,MDF,C06.E1,audit of promoted MDF0180: Gates Foundation TY2024 990-PF paid grant to RAND — purpose EARLY LEARNING (not Canary),private foundation,Bill & Melinda Gates Foundation; Gates Foundation,MDF0180,,filed 990-PF grant,2024-01-01,2024-12-31,,,,,,,,,,,"yes, to RAND",funder filings,GET gt990datalake XmlFiles/202523189349103667_public.xml; GrantOrContributionPdDurYrGrp RAND CORPORATION,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202523189349103667_public.xml,<BusinessNameLine1Txt>RAND CORPORATION</BusinessNameLine1Txt>,2026-09-16T12:36:30Z,"match: amount, date, entity, and money_type re-verified against the named primary",1,,,CONFIRMED,,Already held; re-verified this run from the named primary; not a new discovery. promoted_row=MDF0180 via=live http=200 sha256=3e481d115bdaf482 used=gt990datalake-rawdata.s3.amazonaws.com_EfileData_XmlFiles_202523189349103667_public.xml_20260916T123346Z.xml research/STATE.md read before adding facts. no_kevinnbass_sources. This lane did not ask METR or a funder how the approximately $71 million was composed.; lane=research/grok-out/MD50-audit-money.csv#A0180; review=research/agents-2026-09-16/MDREVIEW-MD50.md
MDF0644,,filed_grant,273036,USD,Gates Foundation,RAND Corporation,2024-12-31,interval,TY2024,filed as paid during year,EMPOWER WOMEN AND GIRLS; VACCINE DELIVERY,A,MDF,C06.E1,audit of promoted MDF0181: Gates Foundation TY2024 990-PF paid grant to RAND — purpose EMPOWER WOMEN AND GIRLS; VACCINE DELIVERY (not Canary),private foundation,Bill & Melinda Gates Foundation; Gates Foundation,MDF0181,,filed 990-PF grant,2024-01-01,2024-12-31,,,,,,,,,,,"yes, to RAND",funder filings,GET gt990datalake XmlFiles/202523189349103667_public.xml; GrantOrContributionPdDurYrGrp RAND CORPORATION,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202523189349103667_public.xml,<BusinessNameLine1Txt>RAND CORPORATION</BusinessNameLine1Txt>,2026-09-16T12:36:30Z,"match: amount, date, entity, and money_type re-verified against the named primary",1,,,CONFIRMED,,Already held; re-verified this run from the named primary; not a new discovery. promoted_row=MDF0181 via=live http=200 sha256=3e481d115bdaf482 used=gt990datalake-rawdata.s3.amazonaws.com_EfileData_XmlFiles_202523189349103667_public.xml_20260916T123346Z.xml research/STATE.md read before adding facts. no_kevinnbass_sources. This lane did not ask METR or a funder how the approximately $71 million was composed.; lane=research/grok-out/MD50-audit-money.csv#A0181; review=research/agents-2026-09-16/MDREVIEW-MD50.md
MDF0645,,filed_grant,700000,USD,Gates Foundation,RAND Corporation,2024-12-31,interval,TY2024,filed as paid during year,K-12 EDUCATION,A,MDF,C06.E1,audit of promoted MDF0182: Gates Foundation TY2024 990-PF paid grant to RAND — purpose K-12 EDUCATION (not Canary),private foundation,Bill & Melinda Gates Foundation; Gates Foundation,MDF0182,,filed 990-PF grant,2024-01-01,2024-12-31,,,,,,,,,,,"yes, to RAND",funder filings,GET gt990datalake XmlFiles/202523189349103667_public.xml; GrantOrContributionPdDurYrGrp RAND CORPORATION,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202523189349103667_public.xml,<BusinessNameLine1Txt>RAND CORPORATION</BusinessNameLine1Txt>,2026-09-16T12:36:30Z,"match: amount, date, entity, and money_type re-verified against the named primary",1,,,CONFIRMED,,Already held; re-verified this run from the named primary; not a new discovery. promoted_row=MDF0182 via=live http=200 sha256=3e481d115bdaf482 used=gt990datalake-rawdata.s3.amazonaws.com_EfileData_XmlFiles_202523189349103667_public.xml_20260916T123346Z.xml research/STATE.md read before adding facts. no_kevinnbass_sources. This lane did not ask METR or a funder how the approximately $71 million was composed.; lane=research/grok-out/MD50-audit-money.csv#A0182; review=research/agents-2026-09-16/MDREVIEW-MD50.md
MDF0646,,filed_grant,99726,USD,Gates Foundation,RAND Corporation,2024-12-31,interval,TY2024,filed as paid during year,POSTSECONDARY EDUCATION,A,MDF,C06.E1,audit of promoted MDF0183: Gates Foundation TY2024 990-PF paid grant to RAND — purpose POSTSECONDARY EDUCATION (not Canary),private foundation,Bill & Melinda Gates Foundation; Gates Foundation,MDF0183,,filed 990-PF grant,2024-01-01,2024-12-31,,,,,,,,,,,"yes, to RAND",funder filings,GET gt990datalake XmlFiles/202523189349103667_public.xml; GrantOrContributionPdDurYrGrp RAND CORPORATION,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202523189349103667_public.xml,<BusinessNameLine1Txt>RAND CORPORATION</BusinessNameLine1Txt>,2026-09-16T12:36:30Z,"match: amount, date, entity, and money_type re-verified against the named primary",1,,,CONFIRMED,,Already held; re-verified this run from the named primary; not a new discovery. promoted_row=MDF0183 via=live http=200 sha256=3e481d115bdaf482 used=gt990datalake-rawdata.s3.amazonaws.com_EfileData_XmlFiles_202523189349103667_public.xml_20260916T123346Z.xml research/STATE.md read before adding facts. no_kevinnbass_sources. This lane did not ask METR or a funder how the approximately $71 million was composed.; lane=research/grok-out/MD50-audit-money.csv#A0183; review=research/agents-2026-09-16/MDREVIEW-MD50.md
MDF0647,,filed_grant,300000,USD,The William and Flora Hewlett Foundation,RAND Corporation,2024-12-31,interval,TY2024,filed as paid during year,FOR SUPPORT OF THE AMERICAN SCHOOL DISTRICT PANEL SURVEY,A,MDF,C06.E1,audit of promoted MDF0184: William and Flora Hewlett Foundation TY2024 990-PF paid grant to RAND (CAST directed-list name; purpose not Canary),private foundation,,MDF0184,,filed 990-PF grant,2024-01-01,2024-12-31,,,,,,,,,,,"yes, to RAND",funder filings,GET gt990datalake XmlFiles/202523189349102727_public.xml; GrantOrContributionPdDurYrGrp RAND CORPORATION,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202523189349102727_public.xml,<BusinessNameLine1Txt>RAND CORPORATION</BusinessNameLine1Txt>,2026-09-16T12:36:19Z,"match: amount, date, entity, and money_type re-verified against the named primary",1,,,CONFIRMED,,Already held; re-verified this run from the named primary; not a new discovery. promoted_row=MDF0184 via=live http=200 sha256=c0b38af7cd8d35c5 used=gt990datalake-rawdata.s3.amazonaws.com_EfileData_XmlFiles_202523189349102727_public.xml_20260916T123346Z.xml research/STATE.md read before adding facts. no_kevinnbass_sources. This lane did not ask METR or a funder how the approximately $71 million was composed.; lane=research/grok-out/MD50-audit-money.csv#A0184; review=research/agents-2026-09-16/MDREVIEW-MD50.md
MDF0648,,filed_grant,250000,USD,Waking Up Foundation,RAND Corporation,2024-12-31,interval,TY2024,filed as paid during year,"TO SUPPORT RESEARCH THAT DEVELOPS SOLUTIONS TO PUBLIC POLICY CHALLENGES TO HELP MAKE COMMUNITIES SAFER, MORE SECURE, HEALTHIER, AND MORE PROSPEROUS.",A,MDF,C06.E1,audit of promoted MDF0185: Waking Up Foundation TY2024 990-PF paid grant to RAND (CAST list-2 name; purpose not Canary),private foundation,,MDF0185,,filed 990-PF grant,2024-01-01,2024-12-31,,,,,,,,,,,"yes, to RAND",funder filings,GET gt990datalake XmlFiles/202513219349104131_public.xml; GrantOrContributionPdDurYrGrp THE RAND CORPORATION,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202513219349104131_public.xml,<BusinessNameLine1Txt>THE RAND CORPORATION</BusinessNameLine1Txt>,2026-09-16T12:36:13Z,"match: amount, date, entity, and money_type re-verified against the named primary",1,,,CONFIRMED,,Already held; re-verified this run from the named primary; not a new discovery. promoted_row=MDF0185 via=live http=200 sha256=37a0547c4b7fd05a used=gt990datalake-rawdata.s3.amazonaws.com_EfileData_XmlFiles_202513219349104131_public.xml_20260916T123346Z.xml research/STATE.md read before adding facts. no_kevinnbass_sources. This lane did not ask METR or a funder how the approximately $71 million was composed.; lane=research/grok-out/MD50-audit-money.csv#A0185; review=research/agents-2026-09-16/MDREVIEW-MD50.md
