# metr_deep MDI table in_kind_access.csv; scaffolded by scripts/build_tables.py 2026-09-16T04:35:09Z; ids MDINNN; rows enter only through `python3 -m casework promote` from a reviewed lane, or from a reviewed seed import named in note; rows are never deleted, corrections append an audit note
row_id,provider,to_entity,project,in_kind_type,quantity_or_value,terms,task,target_prefix,element_ids,subject,entity_type,aliases,identifier,from_entity,intermediary,relationship_type,start_date,end_date,ledger,money_type,amount_usd,currency,date,date_precision,period,payment_status,purpose_restriction,policy_version,disclosure_recusal,provider_authority,personnel_conflicts,edge_type,documented_transaction,source_class,query_or_endpoint,url,quote_300,checked_utc,result,result_count,next_document,limitation,review_verdict,lane,note
MDI0048,OpenAI,Model Evaluation and Threat Research Inc,OpenAI / Hugging Face incident investigation,API credits,roughly ~$400K in API credits over the six days,,B,MDI,C04.E1,Same ~$400K figure in the METR Hugging Face PDF report,,,,OpenAI,,,,,,in_kind_estimate,,,2026-08-26,day,,,,,,,,,,project documents,GET https://metr.org/hugging-face-incident-report-aug-2026.pdf,https://metr.org/hugging-face-incident-report-aug-2026.pdf,We estimate we spent roughly ~$400K in API credits over the six days of,2026-09-16T09:21:46Z,verbatim in pdftotext of the 91-page PDF (line wrap before 'our investigation'),1,,Same incident as B01; not a second amount. Not cash.,CONFIRMED,,via=live; http=200; no_kevinnbass_sources; re-fetched this run; seed compute_inkind.csv / in_kind_access.csv used as locators only; primary=metr-org_hugging-face-incident-report-aug-2026.pdf-20260916T092146Z.pdf sha256=5b7d44d07be033d1ec6eb2229b6d1c09f502d5d6b897925f148613ab94b24aba; pdftotext=metr-org_hugging-face-incident-report-aug-2026.pdf-20260916T092146Z.txt; quote is a verbatim substring of the pdftotext capture; lane=research/grok-out/MD26-tokens-credits-compute.csv#B02; review=research/agents-2026-09-16/MDREVIEW-MD26.md
MDI0049,not a lab gift statement,Model Evaluation and Threat Research Inc,Frontier Risk Report,challenge-task inference budget (METR table),~$500-$5K (500M tokens),,B,MDI,C04.E1,"Frontier Risk Report Table 3 challenge-task inference budget (METR's own wording, not a lab gift total)",,,,"shared models (Anthropic, Google, Meta, OpenAI as FRR participants)",,,,,,,,,2026-05-19,day,,,,,,,,,,project documents,GET https://metr.org/blog/2026-05-19-frontier-risk-report/ ; Table 3,https://metr.org/blog/2026-05-19-frontier-risk-report/,~$500-$5K (500M tokens),2026-09-16T09:21:47Z,verbatim Table 3 cell; caption states assumed $1-$10/MTok and that METR does not have cost information about shared models,1,,"METR's task budget, not a quantity of tokens given to METR. Not summed across tasks. Not an annual total. money_type empty.",CONFIRMED,,via=live; http=200; no_kevinnbass_sources; re-fetched this run; seed compute_inkind.csv / in_kind_access.csv used as locators only; primary=metr-org_blog_2026-05-19-frontier-risk-report-20260916T092147Z.html sha256=f2b36a3ee5cf32f550905216a504588f4c4456b606086f2bd0f479fccb0a2ff4; lane=research/grok-out/MD26-tokens-credits-compute.csv#B03; review=research/agents-2026-09-16/MDREVIEW-MD26.md
MDI0050,OpenAI,Model Evaluation and Threat Research Inc,OpenAI / Hugging Face incident investigation,data dump and transcripts,~1.2 million entries,,B,MDI,C04.E1,Hugging Face investigation: ~1.2 million message-board entries and ~1300 transcripts provided by OpenAI,,,,OpenAI,,,,,,,,,2026-08-26,day,,,,,,,,,,project documents,GET https://metr.org/blog/2026-08-26-openai-hugging-face-incident-investigation/,https://metr.org/blog/2026-08-26-openai-hugging-face-incident-investigation/,~1.2 million entries,2026-09-16T09:21:46Z,verbatim HTML substring in the same paragraph as free API credits,1,,"Counts are of data, not USD. Quote_300 uses the contiguous free-API-credits span in the same paragraph.",CONFIRMED,,via=live; http=200; no_kevinnbass_sources; re-fetched this run; seed compute_inkind.csv / in_kind_access.csv used as locators only; primary=metr-org_blog_2026-08-26-openai-hugging-face-incident-investigation-20260916T092146Z.html sha256=375e6d0c0d756624d5e5c418248f9d27e3cb7780ef00c492f8696a7ab569ab85; PDF txt has contiguous: OpenAI provided us with the dump of ~1.2 million entries; lane=research/grok-out/MD26-tokens-credits-compute.csv#B04; review=research/agents-2026-09-16/MDREVIEW-MD26.md
MDI0051,unnamed model developer,Model Evaluation and Threat Research Inc,,free API credits,"approximately $600,000",,B,MDI,C04.E1,"Security-update free-credit valuation (same fact as A14, quantity column)",,,,unnamed model developer,,,,,,in_kind_estimate,,,2026-08-31,day,,,,,,,,,,issuer statements,GET https://metr.org/blog/2026-08-31-security-update/,https://metr.org/blog/2026-08-31-security-update/,"These credits would have been worth approximately $600,000, although the model developer had granted them to METR for free.",2026-09-16T09:21:58Z,verbatim; METR valuation of stolen free credits,1,,Not cash; developer unnamed; not added to B01. amount_usd empty.,CONFIRMED,,via=live; http=200; no_kevinnbass_sources; re-fetched this run; seed compute_inkind.csv / in_kind_access.csv used as locators only; primary=metr-org_blog_2026-08-31-security-update-20260916T092158Z.html sha256=1b75ebf6524cba6c02b3c5968c152fbb663f1342962f6703f34159fea0bce99c; lane=research/grok-out/MD26-tokens-credits-compute.csv#B05; review=research/agents-2026-09-16/MDREVIEW-MD26.md
MDI0052,OpenAI,Model Evaluation and Threat Research Inc,OpenAI / Hugging Face incident investigation,transcripts,~1300 transcripts,,B,MDI,C04.E1,Hugging Face investigation: ~1300 agent transcripts provided by OpenAI,,,,OpenAI,,,,,,,,,2026-08-26,day,,,,,,,,,,project documents,GET https://metr.org/blog/2026-08-26-openai-hugging-face-incident-investigation/,https://metr.org/blog/2026-08-26-openai-hugging-face-incident-investigation/,~1300 transcripts,2026-09-16T09:21:46Z,verbatim HTML substring,1,,"Count of transcripts, not USD. Same investigation as B01/B04. Not cash.",CONFIRMED,,via=live; http=200; no_kevinnbass_sources; re-fetched this run; seed compute_inkind.csv / in_kind_access.csv used as locators only; primary=metr-org_blog_2026-08-26-openai-hugging-face-incident-investigation-20260916T092146Z.html sha256=375e6d0c0d756624d5e5c418248f9d27e3cb7780ef00c492f8696a7ab569ab85; PDF txt has contiguous: OpenAI provided us with the dump of ~1.2 million entries; lane=research/grok-out/MD26-tokens-credits-compute.csv#B06; review=research/agents-2026-09-16/MDREVIEW-MD26.md
MDI0053,OpenAI,Alignment Research Center (ARC),,early model access,,,C,MDI,C04.E1,OpenAI GPT-4 system card: granted ARC (METR's former name) early access,,,,OpenAI,,,,,,,,,,,,,,,,,,,,self-statements,GET https://cdn.openai.com/papers/gpt-4-system-card.pdf,https://cdn.openai.com/papers/gpt-4-system-card.pdf,We granted the Alignment Research Center (ARC) early access to the models as a part of our,2026-09-16T09:22:29Z,verbatim pdftotext line; continues 'expert red teaming efforts',1,,"Names ARC, not METR. No token/credit quantity. Difference from METR About: this is early-access for a 2023 eval, not the 2026 'access and tokens' sentence.",CONFIRMED,,via=live; http=200; no_kevinnbass_sources; re-fetched this run; seed compute_inkind.csv / in_kind_access.csv used as locators only; primary=cdn-openai-com_papers_gpt-4-system-card.pdf-20260916T092229Z.pdf sha256=ca3677e1b83e255aa1296d432d374378154f230f3c296b32ee67540d571b7004; pdftotext=cdn-openai-com_papers_gpt-4-system-card.pdf-20260916T092229Z.txt; quote is a verbatim substring of the pdftotext capture; lane=research/grok-out/MD26-tokens-credits-compute.csv#C01; review=research/agents-2026-09-16/MDREVIEW-MD26.md
MDI0054,OpenAI,METR,gpt-5-thinking evaluation,reasoning-trace access; background information,,,C,MDI,C04.E1,OpenAI GPT-5 system card: sharing background information and providing reasoning-trace access to METR,,,,OpenAI,,,,,,,,,,,,,,,,,,,,self-statements,GET https://cdn.openai.com/gpt-5-system-card.pdf,https://cdn.openai.com/gpt-5-system-card.pdf,providing access to reasoning traces in some assessments.,2026-09-16T09:22:05Z,"verbatim; matches METR GPT-5 report (A08) on access, without a credit quantity",1,,No token/credit/dollar figure. Aligns with METR's 'provided us with access to reasoning traces' wording.,CONFIRMED,,via=live; http=200; no_kevinnbass_sources; re-fetched this run; seed compute_inkind.csv / in_kind_access.csv used as locators only; primary=cdn-openai-com_gpt-5-system-card.pdf-20260916T092205Z.pdf sha256=f9f9c72d08cba81dcbb189129119357c8c32eca4e0b16c813aca386aed6b0459; pdftotext=cdn-openai-com_gpt-5-system-card.pdf-20260916T092205Z.txt; quote from pdftotext capture; lane=research/grok-out/MD26-tokens-credits-compute.csv#C02; review=research/agents-2026-09-16/MDREVIEW-MD26.md
MDI0055,OpenAI,METR,GPT-5.1-Codex-Max,model/scaffold access,,,C,MDI,C04.E1,OpenAI GPT-5.1-Codex-Max system card: METR had access to compaction scaffolding,,,,OpenAI,,,,,,,,,,,,,,,,,,,,self-statements,GET https://cdn.openai.com/pdf/2a7d98b1-57e5-4147-8d0e-683894d782ae/5p1_codex_max_card_03.pdf,https://cdn.openai.com/pdf/2a7d98b1-57e5-4147-8d0e-683894d782ae/5p1_codex_max_card_03.pdf,METR had access to,2026-09-16T09:22:06Z,verbatim; sentence continues 'compaction scaffolding',1,,"Access, not a token quantity. Matches METR report A10 on receiving endpoints.",CONFIRMED,,via=live; http=200; no_kevinnbass_sources; re-fetched this run; seed compute_inkind.csv / in_kind_access.csv used as locators only; primary=cdn-openai-com_pdf_2a7d98b1-57e5-4147-8d0e-683894d782ae_5p1_codex_max_card_03.pdf-20260916T092206Z.pdf sha256=43c3faa179f6b5877363dd9d0630cb8c185e825c5c17628a331127ab3a162c23; pdftotext=cdn-openai-com_pdf_2a7d98b1-57e5-4147-8d0e-683894d782ae_5p1_codex_max_card_03.pdf-20260916T092206Z.txt; quote from pdftotext capture; lane=research/grok-out/MD26-tokens-credits-compute.csv#C03; review=research/agents-2026-09-16/MDREVIEW-MD26.md
MDI0056,OpenAI,METR,OpenAI / Hugging Face incident,third-party assessment collaboration,,,C,MDI,C04.E1,OpenAI Hugging Face technical report: worked with METR and Redwood; no credit amount,,,,OpenAI,,,,,,,,,,,,,,,,,,,,self-statements,GET https://cdn.openai.com/pdf/67869394-cb91-4c12-888c-5cbd85c7814c/OpenAI-Hugging-Face%20Incident-Technical-Report.pdf,https://cdn.openai.com/pdf/67869394-cb91-4c12-888c-5cbd85c7814c/OpenAI-Hugging-Face%20Incident-Technical-Report.pdf,OpenAI also worked with METR and,2026-09-16T09:21:58Z,verbatim; continues 'Redwood Research to conduct a third-party assessment',1,,DIFFERENCE FROM METR: OpenAI does not state free API credits or ~$400K; METR does (A05/B01). Lab document is silent on tokens/credits.,CONFIRMED,,via=live; http=200; no_kevinnbass_sources; re-fetched this run; seed compute_inkind.csv / in_kind_access.csv used as locators only; primary=cdn-openai-com_pdf_67869394-cb91-4c12-888c-5cbd85c7814c_OpenAI-Hugging-Face-Incident-Technical-Report.pdf-20260916T092158Z.pdf sha256=dd635cf6e5f39f0e1f646f08c36549090d77156ed89cbd3d733ed496648cae9c; pdftotext=cdn-openai-com_pdf_67869394-cb91-4c12-888c-5cbd85c7814c_OpenAI-Hugging-Face-Incident-Technical-Report.pdf-20260916T092158Z.txt; quote from pdftotext capture; METR-vs-lab wording difference recorded; lane=research/grok-out/MD26-tokens-credits-compute.csv#C04; review=research/agents-2026-09-16/MDREVIEW-MD26.md
MDI0057,Anthropic,Alignment Research Center (ARC),,engineering support (finetune for audits),,,C,MDI,C04.E1,Anthropic Claude 2 model card: engineers worked with ARC to finetune a snapshot for ARC's audits,,,,Anthropic,,,,,,,,,,,,,,,,,,,,self-statements,GET https://www-cdn.anthropic.com/bd2a28d2535bfb0494cc8e2a3bf135d2e7523226/Model-Card-Claude-2.pdf,https://www-cdn.anthropic.com/bd2a28d2535bfb0494cc8e2a3bf135d2e7523226/Model-Card-Claude-2.pdf,We have been working with the Alignment Research Center (ARC) since fall of 2022 to support their safety,2026-09-16T09:22:56Z,verbatim pdftotext line; continues 'audits of our AI models' and 'Our engineers have worked with ARC to finetune',1,,"Names ARC, not METR. Engineering help, not a token quantity.",CONFIRMED,,via=live; http=200; no_kevinnbass_sources; re-fetched this run; seed compute_inkind.csv / in_kind_access.csv used as locators only; primary=www-cdn-anthropic-com_bd2a28d2535bfb0494cc8e2a3bf135d2e7523226_Model-Card-Claude-2.pdf-20260916T092256Z.pdf sha256=48cda59721bd7dbda8a5de1c8e498253ebad52214bb3661f68dbef3f490eb66b; pdftotext=www-cdn-anthropic-com_bd2a28d2535bfb0494cc8e2a3bf135d2e7523226_Model-Card-Claude-2.pdf-20260916T092256Z.txt; quote from pdftotext capture; lane=research/grok-out/MD26-tokens-credits-compute.csv#C05; review=research/agents-2026-09-16/MDREVIEW-MD26.md
MDI0058,Anthropic,METR,Anthropic cybersecurity-eval incidents investigation,wide-ranging access (transcripts; employees),,,C,MDI,C04.E1,Anthropic Sep 2026 cybersecurity-incidents page: agreement grants METR wide-ranging access,,,,Anthropic,,,,,,,,,,,,,,,,,,,,self-statements,GET https://www.anthropic.com/research/alignment-assessment-cybersecurity-incidents,https://www.anthropic.com/research/alignment-assessment-cybersecurity-incidents,We have signed an agreement with METR to conduct an independent investigation of these incidents.,2026-09-16T09:22:41Z,verbatim; following sentence grants wide-ranging access including transcripts and employees,1,,"Access/investigation terms, not a token or credit quantity. Initial term eight weeks on the same page.",CONFIRMED,,via=live; http=200; no_kevinnbass_sources; re-fetched this run; seed compute_inkind.csv / in_kind_access.csv used as locators only; primary=anthropic-com_research_alignment-assessment-cybersecurity-incidents-20260916T092241Z.html sha256=2ea4227a42a3ca3fc5081073cc01d6109d3a03c157a45a0dc0784ea539cc5394; lane=research/grok-out/MD26-tokens-credits-compute.csv#C06; review=research/agents-2026-09-16/MDREVIEW-MD26.md
MDI0059,Anthropic,METR,Claude Mythos 5.1 pre-deployment testing,pre-deployment model testing access,,,C,MDI,C04.E1,Anthropic Mythos 5.1 system card: pre-deployment testing of Mythos 5.1 with METR,,,,Anthropic,,,,,,,,,,,,,,,,,,,,self-statements,GET https://www-cdn.anthropic.com/0339e6a7c5c7b87f5c07798616dc32c215d14235/Claude%20Fable%205.1%20&%20Claude%20Mythos%205.1%20System%20Card.pdf,https://www-cdn.anthropic.com/0339e6a7c5c7b87f5c07798616dc32c215d14235/Claude%20Fable%205.1%20&%20Claude%20Mythos%205.1%20System%20Card.pdf,We conducted pre-deployment testing of Claude Mythos 5.1,2026-09-16T09:22:42Z,verbatim pdftotext; continues 'capabilities with METR',1,,"Testing access, not a token quantity. No METR standalone post found this run for this card.",CONFIRMED,,via=live; http=200; no_kevinnbass_sources; re-fetched this run; seed compute_inkind.csv / in_kind_access.csv used as locators only; primary=www-cdn-anthropic-com_0339e6a7c5c7b87f5c07798616dc32c215d14235_Claude-Fable-5.1---Claude-Mythos-5.1-System-Card.pdf-20260916T092242Z.pdf sha256=b0d59edc7a60eef32a879c13d713cce60c3fefd7e6b5183afdc8b835af3c8c39; pdftotext=www-cdn-anthropic-com_0339e6a7c5c7b87f5c07798616dc32c215d14235_Claude-Fable-5.1---Claude-Mythos-5.1-System-Card.pdf-20260916T092242Z.txt; quote from pdftotext capture; lane=research/grok-out/MD26-tokens-credits-compute.csv#C07; review=research/agents-2026-09-16/MDREVIEW-MD26.md
MDI0060,Anthropic,METR,Claude Mythos Preview,pre-release testing access,,,C,MDI,C04.E1,Anthropic Mythos Preview system card: METR and Epoch tested prior to release,,,,Anthropic,,,,,,,,,,,,,,,,,,,,self-statements,GET https://www-cdn.anthropic.com/8b8380204f74670be75e81c820ca8dda846ab289.pdf,https://www-cdn.anthropic.com/8b8380204f74670be75e81c820ca8dda846ab289.pdf,Both METR and Epoch AI tested Claude Mythos Preview prior to release and we,2026-09-16T09:22:43Z,verbatim pdftotext line; continues 'incorporated their findings',1,,No token/credit quantity.,CONFIRMED,,via=live; http=200; no_kevinnbass_sources; re-fetched this run; seed compute_inkind.csv / in_kind_access.csv used as locators only; primary=www-cdn-anthropic-com_8b8380204f74670be75e81c820ca8dda846ab289.pdf-20260916T092243Z.pdf sha256=c33232e00848eb41f6f1faa3a72578ab887e74ce9e752aca954167e3645ad005; pdftotext=www-cdn-anthropic-com_8b8380204f74670be75e81c820ca8dda846ab289.pdf-20260916T092243Z.txt; quote from pdftotext capture; lane=research/grok-out/MD26-tokens-credits-compute.csv#C08; review=research/agents-2026-09-16/MDREVIEW-MD26.md
MDI0061,Google DeepMind,METR,,engineering / policy expertise (acknowledgement),,,C,MDI,C04.E1,Google DeepMind FSF v1.0: thanks METR for expertise on Responsible Capability Scaling,,,,Google DeepMind,,,,,,,,,,,,,,,,,,,,self-statements,GET https://storage.googleapis.com/deepmind-media/DeepMind.com/Blog/introducing-the-frontier-safety-framework/fsf-technical-report.pdf,https://storage.googleapis.com/deepmind-media/DeepMind.com/Blog/introducing-the-frontier-safety-framework/fsf-technical-report.pdf,We would like to thank METR for contributing their expertise on Responsible,2026-09-16T09:23:01Z,verbatim pdftotext line; continues 'Capability Scaling',1,,"Acknowledgement of expertise, not a statement that GDM gave METR tokens/credits. No quantity.",CONFIRMED,,via=live; http=200; no_kevinnbass_sources; re-fetched this run; seed compute_inkind.csv / in_kind_access.csv used as locators only; primary=storage-googleapis-com_deepmind-media_DeepMind.com_Blog_introducing-the-frontier-safety-framework_fsf-technical-report.pdf-20260916T092301Z.pdf sha256=3c073cd5c7a0dd03a07d0cc826fd9d5c76801f57441ac37ef6b2163e9261543d; pdftotext=storage-googleapis-com_deepmind-media_DeepMind.com_Blog_introducing-the-frontier-safety-framework_fsf-technical-report.pdf-20260916T092301Z.txt; quote from pdftotext capture; lane=research/grok-out/MD26-tokens-credits-compute.csv#C09; review=research/agents-2026-09-16/MDREVIEW-MD26.md
MDI0062,Amazon,METR,,engineering / policy feedback (acknowledgement),,,C,MDI,C04.E1,Amazon Frontier Model Safety Framework: grateful to METR for feedback during development,,,,Amazon,,,,,,,,,,,,,,,,,,,,self-statements,GET https://cdn.amazon.science/a7/7c/8bdade5c4eda9168f3dee6434fff/pc-amazon-frontier-model-safety-framework-2-7-final-2-9.pdf,https://cdn.amazon.science/a7/7c/8bdade5c4eda9168f3dee6434fff/pc-amazon-frontier-model-safety-framework-2-7-final-2-9.pdf,"We are grateful to METR, a nonprofit research organization specializing in AI",2026-09-16T09:23:14Z,"verbatim pdftotext; continues 'evaluations, for feedback during the development of this Framework'",1,,"Feedback acknowledgement, not tokens. Aligns with METR annual-report 'Amazon credited METR for assistance' (A15) without a quantity.",CONFIRMED,,via=live; http=200; no_kevinnbass_sources; re-fetched this run; seed compute_inkind.csv / in_kind_access.csv used as locators only; primary=cdn-amazon-science_a7_7c_8bdade5c4eda9168f3dee6434fff_pc-amazon-frontier-model-safety-framework-2-7-final-2-9.pdf-20260916T092314Z.pdf sha256=0628d7818d2c506df871521c6a58c83ad8e42a3322d1c942b0b69a0ec873721f; pdftotext=cdn-amazon-science_a7_7c_8bdade5c4eda9168f3dee6434fff_pc-amazon-frontier-model-safety-framework-2-7-final-2-9.pdf-20260916T092314Z.txt; quote from pdftotext capture; lane=research/grok-out/MD26-tokens-credits-compute.csv#C10; review=research/agents-2026-09-16/MDREVIEW-MD26.md
MDI0063,Amazon,METR,Amazon Nova Premier Automated AI R&D review,independent review (evaluation access),,,C,MDI,C04.E1,AWS Nova Micro/Lite/Pro/Premier service card: independent review by METR,,,,Amazon,,,,,,,,,,,,,,,,,,,,self-statements,GET https://docs.aws.amazon.com/ai/responsible-ai/nova-micro-lite-pro/overview.html,https://docs.aws.amazon.com/ai/responsible-ai/nova-micro-lite-pro/overview.html,"review by METR, a nonprofit research organization specializing in AI",2026-09-16T09:23:18Z,verbatim HTML substring (line-wrapped 'independent review by METR'),1,,"Review credit, not a token/credit quantity. No difference in quantity vs METR (METR publishes no Nova token figure).",CONFIRMED,,via=live; http=200; no_kevinnbass_sources; re-fetched this run; seed compute_inkind.csv / in_kind_access.csv used as locators only; primary=docs-aws-amazon-com_ai_responsible-ai_nova-micro-lite-pro_overview.html-20260916T092318Z.html sha256=b86806b30f6f617fdf9f3aae02cdd632f22613bb1d904fd871ffa97f0008f4a9; lane=research/grok-out/MD26-tokens-credits-compute.csv#C11; review=research/agents-2026-09-16/MDREVIEW-MD26.md
MDI0064,Amazon,METR,Nova 2 Automated AI R&D,third-party assessment,,,C,MDI,C04.E1,Amazon Nova 2 technical report: third-party assessor METR,,,,Amazon,,,,,,,,,,,,,,,,,,,,self-statements,GET https://cdn.amazon.science/c5/3d/84514a224666b5be6de4b43ef4aa/nova-2-0-technical-report2.pdf,https://cdn.amazon.science/c5/3d/84514a224666b5be6de4b43ef4aa/nova-2-0-technical-report2.pdf,a third-party assessor (METR) to determine alignment with predefined safety criteria.,2026-09-16T09:23:19Z,verbatim pdftotext,1,,No token/credit quantity.,CONFIRMED,,via=live; http=200; no_kevinnbass_sources; re-fetched this run; seed compute_inkind.csv / in_kind_access.csv used as locators only; primary=cdn-amazon-science_c5_3d_84514a224666b5be6de4b43ef4aa_nova-2-0-technical-report2.pdf-20260916T092319Z.pdf sha256=db4da51d88f40e1d6b04e369b22bbf8554232514158ff3a147474606b09ed122; pdftotext=cdn-amazon-science_c5_3d_84514a224666b5be6de4b43ef4aa_nova-2-0-technical-report2.pdf-20260916T092319Z.txt; quote from pdftotext capture; lane=research/grok-out/MD26-tokens-credits-compute.csv#C12; review=research/agents-2026-09-16/MDREVIEW-MD26.md
MDI0065,Amazon,METR,Nova Premier FMSF evaluation,independent review of eval results,,,C,MDI,C04.E1,Amazon Nova Premier arXiv paper: METR reviewed results for Automated AI R&D,,,,Amazon,,,,,,,,,,,,,,,,,,,,self-statements,GET https://arxiv.org/pdf/2507.06260,https://arxiv.org/pdf/2507.06260,"Model Evaluation & Threat Research (METR) for Automated AI R&D) reviewed results on test sets, scoring rubrics,",2026-09-16T09:23:15Z,verbatim pdftotext,1,,No token/credit quantity.,CONFIRMED,,via=live; http=200; no_kevinnbass_sources; re-fetched this run; seed compute_inkind.csv / in_kind_access.csv used as locators only; primary=arxiv-org_pdf_2507.06260-20260916T092315Z.pdf sha256=cf207a47a6cc6ea439ceb235ee8a9776d83fa0d192bc7b1c2e1d716ecfad4559; pdftotext=arxiv-org_pdf_2507.06260-20260916T092315Z.txt; quote from pdftotext capture; lane=research/grok-out/MD26-tokens-credits-compute.csv#C13; review=research/agents-2026-09-16/MDREVIEW-MD26.md
MDI0066,Anthropic,METR,Claude Opus 4.6 Sabotage Risk Report,pilot external review access,,,C,MDI,C04.E1,Anthropic Feb 2026 Risk Report changelog: pilot external review from METR,,,,Anthropic,,,,,,,,,,,,,,,,,,,,self-statements,GET https://www-cdn.anthropic.com/f4294ebe6210558c62226f44bd5c716f9cb80add/Redacted%20Risk%20Report%20Feb%202026.pdf,https://www-cdn.anthropic.com/f4294ebe6210558c62226f44bd5c716f9cb80add/Redacted%20Risk%20Report%20Feb%202026.pdf,pilot external review from METR,2026-09-16T09:22:42Z,verbatim; changelog 26 May 2026,1,,"Review, not tokens. METR's own review post (2026-03-12) likewise has no token quantity (Task A MDS).",CONFIRMED,,via=live; http=200; no_kevinnbass_sources; re-fetched this run; seed compute_inkind.csv / in_kind_access.csv used as locators only; primary=www-cdn-anthropic-com_f4294ebe6210558c62226f44bd5c716f9cb80add_Redacted-Risk-Report-Feb-2026.pdf-20260916T092242Z.pdf sha256=58f07734aa892c5b324de8674e2cb320c71347f0dd5dd76632defccaa9cb3785; pdftotext=www-cdn-anthropic-com_f4294ebe6210558c62226f44bd5c716f9cb80add_Redacted-Risk-Report-Feb-2026.pdf-20260916T092242Z.txt; quote from pdftotext capture; lane=research/grok-out/MD26-tokens-credits-compute.csv#C14; review=research/agents-2026-09-16/MDREVIEW-MD26.md
MDI0067,Anthropic,METR,,pilot external review,,,C,MDI,C04.E1,Anthropic August 2026 Risk Report: continued pilot external reviews with METR,,,,Anthropic,,,,,,,,,,,,,,,,,,,,self-statements,GET https://www-cdn.anthropic.com/f61d49fa5596956a5dec75fea0e973bf6a6a8378/Redacted%20Risk%20Report%20August%202026%20.pdf,https://www-cdn.anthropic.com/f61d49fa5596956a5dec75fea0e973bf6a6a8378/Redacted%20Risk%20Report%20August%202026%20.pdf,with METR here for the AI R&D section,2026-09-16T09:22:41Z,verbatim pdftotext of the pilot-external-reviews sentence,1,,"No token/credit quantity. Cites METR FRR elsewhere in the PDF as a findings source, not as a token gift.",CONFIRMED,,via=live; http=200; no_kevinnbass_sources; re-fetched this run; seed compute_inkind.csv / in_kind_access.csv used as locators only; primary=www-cdn-anthropic-com_f61d49fa5596956a5dec75fea0e973bf6a6a8378_Redacted-Risk-Report-August-2026-.pdf-20260916T092241Z.pdf sha256=d76815f8c0bd284a33c7017d642d0734ba903ae63f7c1e6ca7778b35b2c40fa4; pdftotext=www-cdn-anthropic-com_f61d49fa5596956a5dec75fea0e973bf6a6a8378_Redacted-Risk-Report-August-2026-.pdf-20260916T092241Z.txt; quote from pdftotext capture; lane=research/grok-out/MD26-tokens-credits-compute.csv#C15; review=research/agents-2026-09-16/MDREVIEW-MD26.md
MDI0068,OpenAI,METR,o1-preview / o1-mini evaluation,model access,,,C,MDI,C04.E1,"OpenAI o1 system card: METR received access to o1-preview-early, o1-mini, and o1-preview",,,,OpenAI,,,,,,,,,,,,,,,,,,,,self-statements,GET https://cdn.openai.com/o1-system-card.pdf ; pdftotext section 3.3.2 METR,https://cdn.openai.com/o1-system-card.pdf,"They received access to o1-preview-early on August 26th, o1-mini on August 28th, and",2026-09-16T09:22:25Z,verbatim pdftotext line; continues o1-preview on September 3rd. Dates match METR o1-preview report (A46).,1,https://metr.org/evaluations/openai-o1-preview-report/,DIFFERENCE FROM METR: OpenAI does not say API or free tokens/credits; METR A46 says receiving API access / provided us stable access on the same dates. No quantity.,CONFIRMED,,via=live; http=200; no_kevinnbass_sources; re-fetched this run; seed compute_inkind.csv / in_kind_access.csv used as locators only; primary=cdn-openai-com_o1-system-card.pdf-20260916T092225Z.pdf sha256=504f98072cf732afb89d728e5be94a1c1ec663c2e70f3299d8676f7dfad1d55a; pdftotext=cdn-openai-com_o1-system-card.pdf-20260916T092225Z.txt; bounded negative; not an unbounded claim that the lab never gave METR resources; quote is a verbatim substring of the pdftotext capture named in this note; converted from false MDS none-found.; lane=research/grok-out/MD26-tokens-credits-compute.csv#C34; review=research/agents-2026-09-16/MDREVIEW-MD26.md
